numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
57.16 92.33
79.77 1.21
41.66 60.34
27.54 83.21
49.58 63.53
25.27 96.38
50.31 5.64
4.28 27.33
79.88 90.34
59.53 35.96
3.97 75.70
70.00 93.58
2.45 40.04
74.92 87.85
12.37 7.02
14.65 29.50
21.76 25.18
8.37 54.56
35.28 14.93
66.56 17.37
14.96 61.34
71.82 17.51
5.93 40.89
70.35 66.55
77.61 67.77
46.40 71.32
46.70 45.85
40.74 39.29
3.48 81.05
1.12 97.28
52.03 84.45
66.07 51.30
50.96 40.17
24.27 47.01
33.74 66.98
40.03 15.85
34.55 93.14
19.68 57.72
25.00 74.67
68.59 11.48
50.09 25.74
59.05 1.07
28.31 9.81
49.61 11.64
48.16 61.30
44.33 70.23
41.05 30.71
38.79 27.51
65.08 54.39
15.57 20.58
12.54 25.41
53.04 21.27
79.38 81.82
16.61 75.02
39.89 93.61
70.63 73.02
24.85 96.17
71.43 98.61
39.81 43.23
16.29 20.97
54.29 45.84
42.51 7.59
45.35 17.37
74.20 67.80
20.92 66.44
78.68 15.18
23.75 81.16
43.39 16.93
70.55 71.66
21.36 49.72
53.22 24.61
28.99 91.05
30.13 95.67
3.31 41.14
44.88 79.09
75.39 51.34
9.99 67.44
28.91 18.55
36.96 75.91
76.39 5.64
32.25 95.30
2.24 56.65
41.84 6.89
58.44 33.94
15.64 30.79
78.26 95.26
76.90 97.47
51.39 3.33
71.64 17.00
76.90 99.05
70.07 24.06
34.08 2.70
63.00 48.65
47.43 46.21
7.46 67.63
71.65 46.63
26.86 5.10
23.87 33.21
42.38 61.60
79.38 29.91
18.14 54.43
13.73 33.22
58.24 96.37
19.80 29.69
76.80 88.13
72.44 64.72
51.72 14.75
5.26 52.23
5.58 31.93
77.43 86.26
75.99 18.58
17.73 17.15
40.86 39.50
49.56 21.41
5.33 39.06
31.30 4.26
71.60 71.98
38.89 60.89
24.47 41.46
2.72 28.50
69.79 71.91
67.15 59.35
69.58 84.89
53.76 97.51
10.70 6.06
58.78 73.42
19.54 28.03
7.03 71.86
66.64 45.77
46.30 3.35
58.68 82.42
50.47 88.94
40.19 1.13
65.81 45.61
15.83 25.61
44.04 46.08
52.33 64.41
61.71 51.48
8.73 91.99
68.73 92.79
64.12 27.43
20.76 67.97
33.90 15.42
43.92 63.35
17.76 11.29
34.24 24.94
32.81 28.51
13.92 49.07
1.63 64.68
78.43 66.40
55.48 17.15
53.21 84.20
48.38 68.55
0.33 93.09
78.31 40.07
69.46 70.41
44.26 39.96
1.93 44.95
70.96 78.99
42.77 23.67
25.71 10.95
29.09 12.66
34.71 86.78
48.96 17.92
64.93 96.87
16.88 29.83
41.12 76.12
70.17 24.73
41.26 86.17
64.08 36.93
39.91 86.34
38.45 52.60
54.87 1.41
66.83 49.61
26.59 53.38
52.50 20.46
37.77 40.91
70.64 21.09
0.33 10.95
29.88 12.94
79.14 65.09
20.95 59.41
59.78 94.78
66.15 39.59
53.43 67.88
31.45 8.70
32.29 91.21
5.08 20.44
13.73 25.23
52.53 19.39
19.37 54.09
49.37 39.43
42.56 70.20
40.80 42.94
29.84 70.02
58.97 33.91
34.46 96.13
2.07 23.57
12.67 33.84
66.03 33.81
25.43 99.51
42.36 63.27
51.75 98.90
46.27 8.44
66.31 19.60
55.37 61.89
25.39 63.82
33.76 9.78
53.39 6.22
24.21 68.77
10.04 63.70
50.62 50.49
18.45 27.48
11.77 73.66
8.11 22.30
76.55 40.34
67.87 96.00
34.49 27.58
57.88 11.92
61.50 32.29
57.44 83.91
62.49 27.26
1.30 5.66
76.68 77.80
79.68 38.62
46.68 14.58
25.45 0.70
57.33 59.04
49.62 36.31
74.63 14.71
27.18 25.54
51.11 78.74
14.32 38.30
71.81 38.36
32.04 69.63
28.26 31.87
49.17 37.67
75.52 58.88
16.31 89.89
75.84 81.05
20.15 79.56
14.12 0.17
9.70 43.83
32.94 58.59
59.21 25.81
79.05 95.14
6.61 15.76
64.70 38.77
3.77 3.92
51.31 74.87
EOF
