numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
57.51 95.73
57.61 17.47
0.26 52.46
9.31 33.68
8.23 38.96
21.05 83.93
9.85 68.12
58.47 33.32
15.54 65.06
1.94 63.57
18.51 13.77
39.95 5.76
68.51 24.56
11.80 28.12
41.51 65.62
71.85 84.68
46.21 1.18
54.51 81.34
52.44 30.00
36.70 48.71
33.77 90.48
22.80 21.72
25.51 63.14
5.09 65.19
28.50 92.48
9.25 42.51
54.38 71.31
58.69 68.53
42.01 98.18
58.16 78.24
63.04 99.10
9.31 26.00
20.08 29.89
16.06 93.01
46.14 71.40
60.52 49.14
9.11 24.64
3.39 32.75
16.06 12.90
30.54 24.41
2.13 89.48
45.48 54.83
40.72 30.27
8.75 20.97
44.21 22.70
63.10 52.89
67.72 36.19
33.97 79.50
49.73 74.84
75.68 93.75
33.61 76.38
66.75 81.07
78.12 89.00
36.23 5.90
68.52 40.64
33.58 71.44
20.28 39.06
74.97 81.25
14.78 81.58
19.29 40.14
12.38 48.31
42.95 80.49
71.05 16.97
9.58 55.43
16.31 99.41
35.03 4.61
45.13 14.72
73.51 83.65
26.55 22.65
47.02 81.38
60.80 29.14
43.77 33.67
2.85 24.21
36.73 11.10
71.15 78.58
23.41 82.29
44.84 68.08
48.71 98.97
72.56 42.70
6.12 46.76
62.41 32.67
53.60 71.64
8.25 51.98
73.03 48.30
5.11 59.80
60.79 68.17
70.56 53.05
28.56 58.66
64.11 41.23
63.40 22.03
34.88 38.76
64.64 4.75
13.68 3.62
67.56 53.63
26.28 37.05
37.99 25.44
16.02 90.20
4.08 81.58
5.82 69.41
34.88 12.04
8.99 24.38
49.33 56.08
58.57 10.13
1.58 29.12
1.68 41.60
74.28 42.69
21.33 94.05
51.03 54.61
79.97 22.89
2.89 39.47
54.94 85.95
6.15 31.93
66.72 21.24
33.96 89.70
0.03 81.54
73.79 88.63
54.67 0.54
9.87 20.73
22.56 33.87
43.51 53.65
43.81 93.15
37.98 15.52
47.03 30.11
36.16 93.54
46.33 8.89
21.97 80.98
41.30 57.23
19.36 55.12
70.09 96.52
9.57 2.78
32.33 79.47
70.34 82.92
1.75 32.54
39.33 60.96
23.05 80.22
71.51 40.21
4.97 62.16
74.17 94.39
78.71 69.49
63.36 28.17
77.60 25.73
35.50 28.22
57.06 92.12
38.38 46.12
58.56 74.64
64.49 24.45
31.64 55.05
74.93 38.23
17.24 14.82
0.12 39.74
19.33 33.39
28.58 5.69
30.85 82.00
30.16 82.13
64.89 19.62
12.47 84.30
77.15 96.40
79.10 78.07
30.79 59.64
5.50 4.19
45.18 69.04
61.79 98.92
34.24 76.49
51.39 34.73
19.09 49.35
31.46 22.54
29.99 62.94
10.08 74.18
48.62 42.98
30.08 77.23
57.74 30.17
50.83 55.74
17.12 41.72
64.25 95.39
74.84 12.47
65.54 96.80
27.43 21.57
11.56 79.45
61.30 57.69
26.32 80.31
37.16 38.93
47.39 18.39
20.78 24.43
35.76 85.95
52.76 53.07
41.71 15.37
18.80 61.09
12.89 5.74
14.99 99.90
49.16 63.36
70.11 68.04
1.77 68.30
47.60 4.59
23.90 33.49
18.96 76.37
24.63 8.93
9.58 16.36
47.76 64.53
7.56 64.32
4.39 20.32
37.34 11.13
78.11 84.38
44.89 56.39
45.11 41.28
70.03 88.90
31.93 85.78
72.48 69.03
35.97 26.36
67.61 10.15
10.59 75.46
21.00 40.46
65.89 87.95
30.12 35.45
27.94 8.76
25.00 50.83
4.10 54.55
70.86 35.57
22.77 38.93
55.81 40.03
59.49 4.96
67.37 1.76
50.63 54.41
12.71 63.79
5.01 97.65
79.11 64.15
34.80 40.07
58.27 27.91
52.08 33.01
26.06 96.90
28.44 33.60
74.08 20.34
18.18 98.51
49.11 32.03
0.97 46.71
50.14 45.06
12.26 23.59
23.57 29.94
58.06 46.27
57.19 9.78
34.55 18.79
74.68 11.55
49.37 61.16
74.16 93.11
44.73 88.27
79.19 24.98
33.91 21.07
50.34 60.48
43.99 3.64
9.81 74.93
71.43 21.00
EOF
