numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
28.83 84.66
0.80 43.89
18.41 85.36
0.38 5.07
72.64 16.56
49.74 51.04
60.47 8.43
39.45 20.36
56.23 21.71
72.16 22.69
32.91 3.03
37.60 87.77
59.55 19.90
67.29 85.16
37.02 90.02
33.01 68.79
68.86 63.96
11.45 64.19
7.07 49.24
8.49 92.30
19.78 39.34
7.85 63.16
71.28 40.12
3.86 68.05
44.00 93.77
55.68 1.90
70.37 70.12
54.44 69.61
30.40 90.85
79.02 25.41
51.61 66.74
5.78 3.76
21.82 33.28
49.09 94.03
28.13 12.80
50.75 97.05
3.79 13.77
4.49 84.76
11.89 71.81
19.63 91.87
46.53 22.41
30.61 99.25
41.41 18.83
71.94 30.46
25.35 96.40
61.78 10.28
32.77 46.78
37.23 68.05
26.00 39.65
61.51 65.59
45.52 21.64
53.16 75.94
61.44 66.23
70.32 62.12
3.00 28.40
20.56 45.31
5.03 52.93
35.86 62.04
29.54 33.92
56.06 64.83
7.30 13.22
22.36 84.90
3.04 79.32
24.32 70.48
65.87 96.13
49.60 3.52
38.79 42.21
46.79 52.73
50.70 30.87
3.17 8.28
41.66 5.84
40.74 82.11
24.57 69.33
16.87 10.47
39.47 90.08
68.30 37.84
51.93 38.20
48.13 77.07
19.23 64.28
52.80 99.44
23.88 78.27
74.30 74.96
75.34 93.44
8.38 90.79
69.71 15.96
53.78 91.04
16.49 65.00
39.43 38.55
51.60 20.96
18.70 66.38
71.47 70.16
6.93 53.13
12.55 92.15
53.99 25.16
27.13 5.94
10.62 90.83
67.19 51.90
54.05 29.50
0.47 48.52
74.27 59.82
21.94 96.95
64.10 34.22
77.70 64.98
45.78 92.20
73.12 47.93
29.82 32.54
3.04 47.43
77.58 3.69
49.00 26.15
38.08 43.19
23.73 13.59
38.13 96.37
5.21 36.11
44.28 63.38
39.65 3.92
0.34 75.37
24.70 17.84
70.73 55.74
37.25 50.78
31.43 49.91
3.88 24.71
73.75 43.92
4.85 32.79
62.47 13.71
4.59 34.93
66.33 21.31
70.64 49.56
69.74 73.75
16.14 48.13
55.83 43.21
17.47 6.72
6.00 45.35
39.12 74.88
69.87 84.30
40.97 53.76
59.17 25.27
28.34 23.38
12.59 73.38
71.29 60.50
5.47 80.97
16.06 58.78
44.99 61.41
28.91 42.28
36.89 23.13
57.01 3.60
62.10 59.34
50.93 38.26
73.69 19.50
14.65 22.89
31.67 92.24
38.74 61.87
27.80 76.67
52.15 33.59
60.34 13.49
36.24 21.18
15.11 78.76
9.90 49.97
67.25 29.66
32.23 89.79
38.00 58.63
1.09 44.12
79.19 81.85
61.04 53.86
38.47 99.75
27.30 80.19
68.64 82.04
4.52 61.31
61.59 11.00
73.82 34.55
29.94 66.44
34.74 88.93
50.73 68.57
70.38 19.95
1.75 98.18
59.81 23.40
68.73 55.42
34.29 55.93
23.40 28.60
42.87 46.66
63.92 46.81
70.50 77.56
41.88 35.26
72.07 11.01
17.48 93.89
0.49 4.84
44.35 0.80
75.98 26.45
40.82 39.53
22.51 25.74
57.46 68.03
3.52 88.47
35.13 51.77
24.65 14.78
55.26 97.29
59.23 85.92
4.53 26.96
69.42 89.57
18.09 90.91
70.94 25.25
52.27 62.66
46.00 25.81
66.07 83.31
67.73 74.43
9.92 35.94
4.38 72.83
1.46 42.44
66.16 48.25
30.45 76.28
8.08 40.94
69.31 16.90
57.61 86.99
8.35 89.73
34.20 22.34
7.60 4.08
33.60 77.34
49.07 41.99
45.34 4.00
51.28 75.86
43.34 5.29
0.37 1.04
35.91 28.18
62.36 21.17
2.06 84.93
53.52 74.44
58.53 0.08
14.82 70.75
68.35 28.79
31.98 10.88
31.34 81.25
20.00 76.85
26.96 84.34
51.95 55.81
58.42 36.11
75.46 80.36
65.10 89.64
29.53 80.80
78.86 23.02
3.33 0.69
23.29 2.14
20.06 16.44
22.55 64.76
29.82 34.96
45.18 61.24
20.18 7.10
56.23 12.40
63.59 33.24
22.28 99.78
40.29 64.66
73.35 36.78
33.37 26.99
EOF
