numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
69.54 68.98
1.79 98.43
8.67 86.82
12.50 98.63
51.47 97.09
7.40 26.42
60.52 87.68
22.56 96.71
40.82 33.26
67.06 16.25
70.38 88.48
77.81 48.95
9.75 42.48
73.41 95.49
31.77 0.45
33.85 95.84
66.20 19.65
52.35 92.25
18.82 0.11
58.43 91.64
44.76 60.08
28.30 22.34
35.29 76.92
60.71 67.12
77.26 63.76
32.30 50.01
53.17 29.08
44.96 23.24
51.28 69.09
35.90 81.29
45.68 81.39
12.98 35.13
53.14 21.01
59.35 56.72
2.54 97.54
55.37 54.31
14.85 69.57
15.05 55.08
59.44 81.13
60.79 94.13
41.45 25.82
61.94 9.37
46.88 6.81
40.55 33.41
13.23 70.14
7.44 30.63
79.04 30.96
66.49 48.38
39.07 23.00
59.04 81.44
58.76 49.97
58.70 86.33
15.05 80.09
2.13 78.04
17.69 24.99
74.88 62.62
77.70 0.92
75.31 25.74
62.00 63.95
56.07 85.09
26.22 76.94
27.36 72.61
25.50 50.85
39.79 99.69
72.30 73.94
67.27 29.59
23.61 39.61
10.77 42.33
67.16 63.11
14.35 66.62
22.49 8.60
30.52 97.60
48.38 98.32
75.04 3.31
9.10 82.00
45.97 54.36
52.93 1.61
14.74 51.74
33.15 46.12
66.37 39.89
55.66 62.69
9.77 59.62
57.33 72.22
54.82 4.41
2.73 39.98
64.99 0.20
53.95 21.68
40.98 50.88
36.78 31.49
6.33 83.52
42.84 51.55
17.89 13.87
34.09 41.00
49.83 51.85
60.11 90.75
6.01 17.00
26.78 60.45
52.54 53.05
69.19 35.25
23.69 44.98
79.25 11.55
27.32 12.95
30.66 95.54
76.85 66.02
34.73 11.43
67.00 54.99
23.85 6.37
63.68 56.72
2.34 67.62
67.33 7.66
74.62 92.59
19.04 9.12
49.66 92.71
77.56 42.21
23.50 58.91
8.83 54.05
51.56 5.29
43.15 1.17
32.29 46.48
38.78 83.32
64.81 29.24
28.74 31.48
19.20 34.88
66.34 64.16
52.94 2.56
59.50 85.46
49.71 58.35
11.45 22.05
48.71 6.02
0.61 25.00
73.91 78.40
51.97 68.00
42.27 90.92
14.85 80.15
30.47 51.39
28.68 39.39
78.16 33.67
29.26 42.32
45.70 65.88
14.76 96.34
78.95 20.73
57.75 88.84
39.08 41.02
7.27 28.97
77.04 64.80
7.93 41.29
62.81 87.30
11.10 36.23
26.49 71.09
35.92 94.36
4.08 19.53
74.86 24.09
55.61 73.83
5.75 93.13
18.38 40.56
60.92 54.74
39.60 56.86
40.14 20.75
23.67 8.58
12.31 5.34
22.70 10.46
78.35 67.27
55.42 86.96
7.21 16.97
41.99 61.78
15.26 77.60
79.14 50.84
72.45 27.71
47.78 28.14
38.69 7.25
60.87 37.41
39.72 62.16
76.72 93.18
66.84 84.10
4.49 45.97
71.88 31.92
7.12 96.82
53.62 98.73
69.73 81.36
20.03 89.41
45.91 95.23
37.52 50.19
49.27 4.28
74.80 72.33
13.30 20.99
55.97 47.86
78.48 10.15
43.70 73.66
34.56 83.94
44.06 87.69
71.12 6.77
30.92 71.14
78.08 64.55
58.36 7.05
40.34 21.70
68.77 15.16
31.69 64.18
25.81 63.86
40.00 32.65
73.09 27.11
3.75 76.03
24.25 87.45
26.21 90.25
60.94 75.07
17.21 32.17
19.28 21.95
46.74 20.46
13.71 90.53
63.89 88.92
25.67 96.21
30.24 10.20
21.39 35.45
39.38 7.47
57.50 24.55
6.85 89.55
16.47 18.93
12.09 51.24
55.41 32.47
9.08 13.48
6.34 59.20
39.16 3.32
32.83 55.05
60.82 52.04
24.61 68.93
61.42 16.33
38.67 62.58
42.23 70.91
73.13 92.39
53.25 63.48
24.42 67.06
26.29 22.45
57.62 63.42
62.79 22.44
14.75 20.02
11.92 99.97
46.91 10.34
32.74 47.96
71.46 40.60
70.51 87.63
37.18 90.62
50.27 6.54
13.60 49.63
15.19 19.39
33.13 15.25
72.23 10.28
19.71 8.30
66.93 54.84
28.87 90.08
70.47 41.63
47.61 79.47
EOF
