numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
17.20 1.50
41.89 73.40
27.31 12.27
38.58 67.21
3.80 21.50
35.60 2.60
11.31 18.81
54.42 67.97
23.97 17.53
48.06 77.81
37.73 76.63
12.49 70.51
10.90 46.68
45.35 59.11
2.09 64.52
23.37 89.21
41.87 15.92
53.06 74.91
62.41 89.07
72.36 43.85
67.62 44.50
0.74 86.57
67.93 16.91
3.52 87.32
73.46 9.33
11.07 49.30
8.45 35.85
72.35 60.34
59.67 23.63
23.45 0.25
69.86 93.14
77.95 75.67
31.79 28.88
72.70 60.82
35.76 44.22
75.52 52.44
72.57 71.79
51.07 45.69
3.34 89.51
19.96 92.23
60.37 56.17
60.64 83.62
30.21 73.81
34.84 7.25
78.87 41.90
40.05 95.76
65.30 8.48
78.08 63.71
13.92 75.79
42.67 3.83
5.89 64.29
31.02 43.26
72.39 73.53
38.36 46.74
63.70 61.12
35.61 37.23
55.91 43.49
78.38 79.54
34.20 45.53
14.94 20.62
4.44 7.98
38.84 23.90
45.03 41.03
54.76 35.88
33.65 64.64
12.19 4.04
41.94 73.22
71.70 19.68
11.13 39.44
13.57 67.41
11.14 69.79
48.21 19.78
46.16 64.59
73.57 64.01
48.42 96.99
33.69 89.27
48.75 54.79
56.94 15.56
19.80 63.04
26.37 41.53
73.15 71.47
27.99 30.04
54.11 70.27
70.94 25.26
61.36 1.15
6.85 52.50
65.37 64.27
31.16 95.58
59.52 7.98
70.58 14.79
79.00 4.24
56.63 22.85
12.30 97.49
62.64 91.28
11.05 53.16
73.83 17.11
35.66 93.61
48.75 66.33
42.25 8.47
76.79 20.90
77.40 12.21
40.88 94.28
77.91 16.64
32.46 38.94
7.83 4.07
46.58 70.84
15.52 18.93
31.94 46.82
41.81 12.86
79.97 42.17
9.95 34.62
79.14 57.26
73.54 16.01
53.80 59.34
24.61 43.46
14.82 59.86
60.14 80.21
35.58 63.81
65.52 56.92
13.45 88.23
22.96 30.67
8.83 75.41
35.88 14.48
27.46 73.98
51.78 65.59
59.86 11.33
52.26 5.78
9.33 6.22
2.72 48.24
15.77 42.71
75.60 36.00
46.96 43.66
44.89 3.14
22.57 8.82
45.96 97.79
68.99 41.46
76.67 62.08
55.22 72.94
38.75 82.20
31.15 80.06
18.52 22.24
8.14 26.42
48.97 58.99
27.79 3.31
32.69 52.73
14.24 25.99
19.31 88.55
51.94 95.86
55.58 43.81
50.33 42.91
64.24 74.03
55.34 68.56
15.56 62.55
4.70 54.22
8.10 84.96
68.03 87.98
18.25 9.28
31.37 13.65
53.26 61.83
5.75 30.12
26.18 52.54
1.10 81.17
9.86 61.22
0.47 9.91
10.03 1.22
8.59 16.05
77.95 23.77
60.56 16.68
17.93 67.50
37.69 78.85
53.30 95.85
13.34 63.78
61.21 85.73
1.51 50.56
10.22 10.84
53.03 37.51
4.98 47.59
15.79 44.41
51.73 24.67
8.39 68.76
23.61 11.04
6.12 6.95
39.13 71.41
2.28 13.61
30.02 6.69
15.09 93.70
5.33 65.83
55.05 75.29
49.99 69.74
55.46 42.14
79.50 27.20
39.75 70.73
3.60 60.71
3.76 74.06
3.12 40.12
52.99 93.39
69.70 0.20
68.75 6.43
38.38 33.88
37.13 41.70
27.81 90.25
8.66 6.49
51.34 25.75
48.37 7.95
25.96 45.13
42.56 44.26
4.59 55.12
13.30 10.54
46.35 33.05
70.16 0.29
71.01 84.73
60.92 49.47
49.02 4.26
48.31 29.45
6.66 35.77
71.05 28.90
50.66 20.63
50.92 13.57
62.70 2.38
51.17 15.95
2.87 54.84
20.52 79.88
16.32 21.45
24.48 33.89
39.59 13.60
43.35 89.71
8.31 99.46
24.23 36.04
4.42 68.13
34.52 88.63
2.30 77.96
69.03 34.84
40.84 42.93
46.71 40.54
54.32 24.69
19.79 51.26
33.24 35.77
25.12 71.61
76.13 82.79
54.32 78.44
43.80 30.34
21.92 37.57
22.34 17.17
66.07 28.27
45.70 79.11
64.13 5.67
37.53 66.74
20.16 29.50
29.23 20.82
41.77 64.09
EOF
