numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
71.87 15.63
52.88 4.29
66.40 63.02
15.20 71.38
76.65 5.54
17.87 34.51
44.66 91.70
73.32 88.63
54.04 17.02
24.77 43.27
6.45 64.17
17.09 66.44
71.31 23.18
39.60 11.70
25.36 21.77
10.10 69.60
73.57 87.06
74.03 58.72
16.42 6.81
50.97 19.85
54.98 66.13
51.65 68.35
34.60 40.58
15.62 11.14
50.94 18.60
2.85 96.39
36.83 70.12
77.74 53.49
20.96 29.50
36.44 22.26
78.92 60.57
14.08 3.34
65.34 73.56
43.68 68.90
78.23 90.50
48.21 46.85
5.56 85.78
63.78 3.30
39.03 42.51
50.00 90.51
50.48 98.36
47.26 38.07
51.09 11.18
60.36 90.24
31.41 35.77
59.46 17.88
73.64 43.54
46.90 65.46
15.44 22.80
49.49 2.71
54.39 17.14
61.93 28.83
56.64 33.71
9.85 97.58
6.28 33.29
60.11 49.34
30.73 2.60
63.05 50.68
37.06 40.55
34.55 10.42
60.68 49.84
21.81 82.92
33.82 92.01
46.37 98.41
14.28 84.04
18.14 76.50
77.24 32.38
15.65 54.01
23.88 21.99
11.43 17.25
79.64 21.82
68.79 79.73
25.32 54.72
51.85 89.08
6.47 47.21
21.32 77.64
19.87 14.08
49.71 9.46
54.40 73.47
23.81 59.18
57.88 23.69
18.09 81.89
31.22 89.46
73.83 71.85
74.48 78.30
21.52 59.56
71.51 0.35
27.72 70.69
74.42 23.28
6.51 87.77
34.13 82.07
24.43 28.47
64.93 15.81
23.85 15.02
40.52 54.02
68.95 7.52
63.05 22.52
78.09 90.83
63.87 26.66
19.91 59.85
60.53 31.84
6.36 84.72
37.04 34.54
2.54 1.25
0.24 18.51
67.16 63.56
0.78 48.44
67.78 64.86
39.63 81.81
17.04 32.27
44.31 97.43
44.05 47.48
26.47 44.51
38.36 61.94
11.49 0.57
22.47 2.19
55.23 49.38
43.88 1.25
25.14 56.38
45.02 66.27
27.42 12.53
69.00 92.41
44.75 57.56
61.60 94.43
23.58 72.74
36.77 63.26
0.95 26.28
32.45 27.27
77.62 33.64
49.00 43.43
25.88 32.60
18.42 76.56
58.62 33.10
63.32 96.38
39.66 74.04
31.87 82.46
43.94 30.46
34.98 15.34
62.94 77.40
67.31 53.27
49.04 10.55
22.89 51.17
65.15 21.00
57.41 62.11
65.20 95.55
41.16 96.85
4.25 72.40
49.84 59.46
58.36 24.93
75.24 44.96
12.85 43.21
13.74 65.39
57.49 58.10
33.70 90.39
46.56 15.22
9.57 56.52
62.42 51.39
50.46 57.39
56.91 14.65
64.05 10.45
31.77 73.68
7.34 67.07
29.94 12.63
71.42 11.86
1.27 24.96
70.46 18.95
23.77 30.36
17.86 60.88
52.33 68.56
19.86 11.65
63.87 42.14
21.24 46.57
34.24 51.37
38.81 12.00
42.57 98.44
24.41 83.83
71.90 1.71
19.43 62.06
16.63 98.38
54.99 16.81
41.50 94.51
6.46 53.61
9.81 56.59
21.52 33.22
79.57 88.50
69.17 19.17
38.97 73.97
35.35 92.75
66.71 89.37
31.20 90.73
63.52 7.74
43.26 67.84
12.59 21.74
20.53 42.86
32.01 63.87
51.32 42.02
40.34 63.40
20.89 38.88
10.31 45.12
8.38 66.88
40.97 65.16
24.14 38.79
1.20 52.93
78.17 21.21
72.78 5.14
38.09 65.63
36.18 73.45
28.37 30.20
39.44 79.96
37.04 19.32
47.25 64.38
69.96 1.30
66.96 94.58
2.26 95.20
67.45 94.82
39.37 23.11
22.49 12.32
68.18 18.84
74.16 70.17
30.64 25.98
31.43 26.27
7.34 55.31
52.08 59.96
32.06 73.35
49.53 92.41
56.67 4.90
65.89 3.05
4.74 6.24
71.16 21.30
68.36 99.29
33.34 49.18
39.84 19.13
66.64 18.06
45.68 53.59
10.65 91.86
67.96 97.03
35.49 5.62
29.76 77.95
1.10 78.23
23.60 11.41
64.68 33.73
36.67 99.27
78.45 6.64
41.02 15.19
66.29 78.90
62.33 53.03
28.92 44.84
9.84 71.47
6.74 35.33
54.85 86.78
EOF
