numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
28.92 0.11
44.22 90.25
36.44 96.95
48.39 77.11
70.09 19.29
77.42 92.28
15.44 88.45
60.02 19.85
23.52 19.26
30.17 34.23
30.89 36.75
61.15 94.06
62.46 14.02
4.64 46.71
40.87 94.67
21.09 42.92
68.95 60.33
16.39 79.96
11.85 98.15
4.24 0.95
28.35 95.34
4.89 78.29
32.11 51.12
2.22 83.28
15.51 69.64
78.51 87.26
65.83 55.26
4.21 19.40
11.90 6.77
24.97 72.28
49.74 34.69
38.06 86.31
45.34 65.70
9.89 19.52
10.03 32.01
53.40 29.19
57.30 47.78
14.52 44.93
47.51 87.54
5.54 54.45
62.98 62.39
15.05 46.39
38.40 34.28
25.84 94.51
68.49 11.79
26.29 80.30
31.68 70.22
55.74 35.22
31.95 66.48
35.30 28.40
27.68 30.17
15.69 14.73
55.01 56.91
62.70 88.91
39.72 76.12
65.37 88.19
61.10 57.81
17.48 44.03
19.06 43.57
23.66 69.78
65.45 75.28
58.24 59.19
8.17 61.51
6.68 97.64
71.13 54.38
15.79 8.04
47.68 1.85
53.91 1.77
40.94 19.66
52.12 74.24
21.00 44.77
62.77 28.20
16.58 87.23
26.72 64.59
46.64 65.46
58.25 53.95
33.95 91.13
57.15 20.40
23.04 10.55
9.90 63.31
60.08 29.59
47.27 92.17
65.88 51.34
75.32 1.82
51.23 20.67
68.89 18.09
35.22 52.18
27.43 73.09
34.12 16.96
57.42 41.53
64.01 36.03
51.04 32.73
26.17 55.84
68.80 67.68
5.85 29.62
7.49 68.01
43.28 21.47
52.84 57.70
16.14 44.18
53.41 40.20
50.99 43.26
13.61 27.98
62.45 35.26
28.29 0.17
34.36 52.99
60.47 3.01
33.62 90.73
51.21 59.69
4.03 75.98
57.34 44.61
4.10 78.47
16.98 47.11
60.07 87.33
2.54 49.15
63.54 8.05
11.24 51.75
7.18 58.25
45.94 84.39
27.57 66.64
12.11 52.37
28.32 44.04
56.73 33.40
22.60 88.09
24.62 54.97
33.27 57.34
4.12 64.85
9.41 14.45
79.30 33.46
51.22 29.77
8.14 0.81
39.37 51.78
51.58 30.41
41.63 48.39
13.96 46.35
55.82 61.01
59.07 87.60
8.67 85.59
34.38 98.01
30.52 68.16
6.21 45.14
33.26 0.40
10.95 29.30
76.93 37.33
72.85 6.38
73.53 66.35
48.73 65.37
44.10 20.24
46.52 98.48
18.48 98.20
14.71 83.58
0.47 31.81
56.66 37.08
59.36 81.11
29.84 60.14
46.55 22.36
25.10 13.40
44.27 66.68
76.69 91.04
75.79 18.16
25.49 26.59
38.80 38.81
74.62 98.32
51.03 84.77
30.69 73.14
62.74 67.91
66.50 41.00
61.09 94.25
55.55 89.33
44.09 21.74
21.22 90.25
10.55 57.09
3.98 92.91
69.82 70.06
25.63 44.94
76.01 32.70
38.75 98.99
33.80 74.71
67.12 27.11
74.99 67.61
62.20 97.46
42.47 30.81
43.74 53.10
35.18 77.08
44.69 73.75
52.42 80.14
62.48 17.70
19.66 19.94
46.73 82.52
73.53 65.63
51.42 51.82
9.22 90.66
24.26 47.96
13.90 42.23
67.54 23.27
50.22 18.30
60.45 6.93
31.71 42.57
29.27 58.61
57.03 40.34
67.25 33.12
71.81 24.72
20.74 41.03
77.28 25.07
24.47 0.47
9.48 10.85
46.97 8.11
57.20 98.70
15.77 54.42
37.25 15.96
27.64 43.45
5.25 76.50
36.62 97.25
39.73 62.27
44.84 74.34
55.28 58.05
46.69 2.41
9.03 23.20
64.51 13.29
0.14 48.61
19.92 45.34
16.46 53.67
32.31 59.93
68.63 24.46
63.37 82.85
55.19 58.86
61.09 77.26
12.54 40.78
37.01 19.51
21.95 90.50
75.30 48.08
32.87 16.57
61.81 65.66
9.84 10.10
58.25 91.63
61.46 65.90
13.04 57.62
28.74 68.80
13.06 61.49
59.74 41.77
34.90 1.96
26.18 55.64
65.09 52.56
66.16 2.71
74.99 64.02
42.11 9.33
71.46 72.33
29.58 35.82
37.43 35.00
48.03 0.69
71.58 4.85
EOF
