numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
58.88 26.65
13.55 53.62
8.53 12.34
76.61 7.72
28.39 34.00
41.62 87.07
76.54 81.38
70.39 54.22
38.45 55.51
61.69 76.46
75.40 59.50
50.07 42.11
71.16 50.13
38.11 54.43
48.89 34.74
23.54 65.48
76.81 2.07
51.71 47.52
45.30 44.92
71.19 68.88
66.17 60.90
57.39 43.73
57.22 67.34
61.67 33.09
7.58 19.12
70.01 72.13
33.64 9.01
2.80 61.02
68.53 43.75
10.96 8.32
24.11 64.85
1.17 42.89
55.00 72.36
55.17 41.42
50.13 93.35
31.31 28.61
68.32 31.98
47.55 90.21
24.59 37.30
64.49 9.75
34.17 33.60
11.92 16.88
60.53 23.03
48.87 67.66
18.47 71.83
69.13 47.38
40.04 64.46
9.37 32.84
72.15 85.49
46.84 14.31
36.98 65.67
63.80 67.31
54.68 20.67
25.37 51.39
51.87 47.92
47.42 53.53
73.45 18.44
3.40 55.83
6.51 0.21
30.70 85.63
28.07 61.48
34.64 87.35
24.07 14.45
19.95 73.91
68.60 13.85
74.31 36.74
33.41 39.25
60.32 81.42
60.15 33.93
44.05 97.33
73.00 52.30
44.58 38.78
21.31 2.60
49.31 9.43
16.22 85.61
3.18 28.98
14.14 3.81
42.42 70.82
72.39 9.07
43.38 40.89
65.95 4.83
57.82 4.22
75.19 26.51
58.31 8.53
34.36 6.78
66.24 8.21
25.28 15.57
46.33 13.52
42.93 42.04
50.84 11.64
59.66 14.23
12.87 42.99
63.66 74.58
25.80 79.32
21.88 35.89
19.85 23.39
42.96 49.07
5.29 62.43
30.20 65.71
6.85 72.67
59.88 73.91
72.14 6.72
14.74 83.05
44.79 75.64
37.36 66.12
36.53 19.89
38.95 8.10
12.35 18.89
9.00 27.28
61.75 41.46
40.82 33.00
49.58 5.59
76.64 42.59
21.48 62.48
35.15 67.60
60.65 91.28
60.43 44.53
43.03 71.66
58.87 51.43
78.47 61.86
25.87 73.76
8.48 24.39
57.36 27.90
77.46 13.97
66.66 56.20
38.13 51.50
3.24 22.63
43.68 87.55
51.02 27.66
41.62 92.05
48.10 58.58
3.18 60.81
56.84 25.45
32.57 42.09
55.76 96.91
57.41 17.07
7.14 44.50
9.56 14.27
12.30 26.13
0.08 17.87
59.63 57.63
77.01 62.21
5.54 41.24
22.84 7.29
21.48 50.18
6.05 96.19
33.07 5.76
26.14 63.71
57.71 63.69
52.49 56.29
48.49 55.42
21.35 37.51
23.40 53.89
9.52 66.94
60.44 23.44
17.43 63.60
38.86 44.53
67.36 33.43
77.75 15.81
69.46 75.75
45.27 62.03
74.74 88.82
11.40 94.24
42.55 19.51
28.37 76.95
2.49 42.28
30.54 71.34
62.33 66.94
66.99 54.25
42.17 62.25
64.80 54.32
34.49 40.96
25.33 8.40
23.19 0.60
70.45 75.25
13.87 41.02
24.40 51.48
33.52 9.16
76.73 4.64
12.47 10.29
37.66 37.79
74.04 75.18
69.16 92.51
44.72 91.25
34.88 41.61
32.89 32.69
52.48 15.25
11.44 65.65
63.48 60.34
11.16 71.92
9.34 83.86
17.62 53.78
8.27 8.01
14.73 6.27
6.21 74.88
56.76 16.82
51.94 55.73
43.73 47.44
44.63 69.88
76.47 30.52
65.29 71.63
43.55 78.45
18.91 33.06
1.82 65.58
42.70 25.59
14.13 61.66
70.77 16.04
63.95 64.30
56.54 74.84
71.07 33.20
50.25 86.26
35.89 56.99
6.06 67.19
21.55 48.33
41.73 12.68
77.02 83.76
69.07 76.85
45.09 46.04
71.50 22.72
62.34 79.41
46.25 94.62
60.23 70.17
35.56 3.50
52.74 60.16
50.05 68.39
54.78 12.42
20.81 83.40
8.70 25.56
50.39 66.94
14.60 9.28
6.63 60.59
41.75 53.89
74.34 81.07
38.70 72.68
8.12 48.38
2.34 92.01
34.88 49.66
15.32 12.76
30.14 5.36
32.68 14.58
46.60 89.96
36.71 24.48
43.79 62.81
77.55 19.49
0.31 39.47
47.94 74.39
6.23 77.48
21.83 3.42
62.01 72.55
48.53 57.50
EOF
