numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
49.07 30.02
19.83 14.31
20.90 32.71
63.28 52.05
74.09 17.09
21.96 51.38
51.83 76.43
68.32 21.39
4.64 41.42
29.30 56.77
39.86 49.04
17.17 3.57
48.53 33.57
43.98 96.97
1.15 23.94
13.44 8.19
34.16 69.69
16.99 39.94
66.67 68.74
30.94 70.49
72.20 16.89
28.14 97.65
36.04 73.58
29.64 65.50
73.10 36.25
52.13 21.00
8.37 22.04
45.74 45.72
26.31 50.59
12.24 4.54
74.99 36.88
27.32 93.43
43.84 40.29
64.03 89.72
70.86 76.35
25.66 1.99
11.19 75.29
33.44 58.35
8.26 16.26
16.95 94.70
13.06 6.80
28.58 6.02
38.86 63.34
19.75 96.63
3.08 7.37
30.66 32.91
11.66 90.67
54.75 24.93
19.14 89.59
25.31 75.14
16.45 88.84
70.09 48.04
73.29 25.89
43.96 52.67
54.95 32.32
59.48 36.42
79.92 37.14
27.28 43.54
42.74 73.44
30.37 77.41
4.14 48.66
24.31 51.75
6.93 86.50
33.25 99.15
73.96 10.76
72.21 41.70
34.08 43.76
39.80 6.76
42.97 49.74
15.60 31.99
1.99 7.63
67.97 43.97
9.98 0.34
49.31 17.82
10.00 89.33
45.84 13.49
47.73 73.77
7.24 44.56
52.85 8.65
78.24 23.64
31.53 46.16
22.03 87.60
42.80 25.15
9.35 46.66
78.87 36.73
76.02 96.57
8.09 12.21
31.65 33.89
25.12 38.19
69.19 26.54
22.56 82.49
65.03 74.62
20.37 12.94
17.03 70.31
51.04 69.83
28.61 66.41
74.23 60.86
56.37 70.75
37.40 91.74
52.39 96.38
22.57 53.56
64.95 95.32
59.35 91.61
61.78 96.25
71.69 81.94
36.91 65.57
66.10 71.02
36.02 86.02
32.90 83.93
61.75 68.55
41.16 24.49
73.64 93.69
72.45 0.14
26.14 73.26
71.55 43.08
11.83 35.82
70.52 50.73
68.45 12.78
35.01 9.94
38.66 27.48
48.71 48.89
43.39 67.63
6.32 21.74
52.60 89.03
77.33 87.09
1.42 27.91
8.08 94.11
52.02 44.31
5.95 40.44
25.81 36.79
48.30 80.47
51.53 84.53
18.95 62.09
17.75 48.95
51.73 8.51
72.94 81.93
39.49 97.33
51.90 57.63
37.08 9.65
29.88 46.42
42.99 6.74
1.96 70.59
14.64 86.71
1.03 16.57
48.06 11.51
58.85 77.00
41.29 32.65
31.32 68.88
19.51 3.37
60.20 7.14
68.68 64.56
24.94 79.78
55.42 31.59
35.19 68.60
30.93 76.56
18.99 48.23
56.28 0.03
13.31 63.10
0.73 79.52
79.79 64.24
39.55 58.51
48.15 31.09
70.58 34.35
63.37 34.78
11.12 50.75
2.04 73.51
49.02 87.71
78.10 6.68
1.22 52.11
59.02 77.32
48.66 73.75
69.97 95.92
37.16 30.18
45.23 35.82
71.85 12.15
66.41 97.29
50.42 25.08
9.48 86.21
21.14 72.17
53.84 64.21
1.16 99.59
11.55 75.90
26.71 40.24
44.22 12.27
11.20 35.51
50.76 48.53
52.16 12.71
69.60 25.05
64.62 78.73
51.37 58.51
31.97 62.94
8.09 53.58
78.35 76.92
4.28 78.65
15.87 83.90
4.49 76.02
74.03 70.51
71.16 64.63
63.83 92.61
38.09 48.98
66.36 7.68
35.63 17.08
40.41 13.36
33.82 28.07
62.39 92.65
58.70 48.04
55.93 86.31
42.29 36.09
73.47 71.01
40.48 78.58
11.48 55.16
23.13 45.80
8.36 5.59
78.83 2.85
64.44 78.81
32.49 55.79
35.57 38.66
0.83 42.35
36.56 43.27
12.76 21.28
38.00 52.30
70.65 85.95
34.00 43.15
60.60 99.19
15.30 35.08
66.39 6.90
26.94 33.59
35.74 99.84
40.34 22.89
2.14 7.20
24.32 78.30
25.33 28.52
14.27 6.97
54.77 32.98
1.63 51.20
62.40 30.78
69.64 45.20
64.17 62.32
43.26 2.84
1.45 66.27
73.86 83.75
69.45 1.38
48.14 31.47
47.48 11.03
63.14 59.83
57.83 50.05
29.66 33.54
39.29 13.12
27.88 46.79
34.10 69.18
EOF
