numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
36.81 90.40
46.20 69.61
79.84 85.59
24.25 47.33
34.65 99.82
64.85 19.46
38.69 69.36
13.33 56.37
64.12 19.34
1.42 16.08
19.23 85.29
27.32 1.37
14.12 14.75
34.24 17.40
75.82 55.43
25.65 74.60
38.69 65.02
71.18 96.62
53.41 66.58
44.77 13.32
46.86 42.66
7.14 72.49
73.05 29.43
4.08 83.98
54.72 83.84
43.34 91.99
28.55 59.87
25.73 43.29
69.60 87.50
4.00 3.31
73.52 29.26
61.36 55.14
49.55 40.54
69.01 77.69
56.13 29.91
57.79 99.35
48.87 37.33
27.34 65.87
56.57 40.79
61.47 13.91
12.87 30.35
71.48 48.79
40.90 80.81
28.87 66.47
55.36 4.45
30.63 90.39
17.21 39.18
44.79 89.34
76.06 30.36
21.48 90.85
55.02 11.95
45.85 85.59
7.72 68.65
36.92 64.85
52.05 38.79
52.54 35.37
38.15 24.99
24.58 87.37
76.60 31.87
60.10 41.97
75.76 21.76
58.20 92.29
50.36 95.99
59.97 42.99
13.51 36.46
15.29 55.15
49.21 7.93
30.80 47.32
12.44 79.60
55.87 45.59
26.42 87.60
7.08 19.61
7.22 78.89
9.57 62.76
71.43 50.70
59.37 51.30
0.50 26.28
53.79 23.25
29.90 36.37
8.26 88.94
9.77 17.32
47.28 15.75
28.40 72.94
32.30 65.94
70.46 46.27
3.92 29.59
28.00 5.82
2.48 39.39
25.85 0.70
2.17 98.87
57.20 93.64
17.79 44.18
11.84 91.14
71.76 21.49
2.31 82.48
79.28 31.59
64.23 51.67
48.29 67.48
35.41 90.79
12.84 31.96
70.02 41.82
25.75 96.81
9.64 77.05
65.18 76.68
13.14 28.35
9.31 20.06
19.53 59.04
22.70 77.16
70.65 93.72
17.91 95.41
33.51 50.97
68.03 8.44
58.63 43.75
10.00 63.06
40.89 43.43
36.51 70.41
56.53 40.72
64.50 46.60
12.99 29.81
48.23 99.45
71.51 14.42
11.61 88.27
11.15 60.66
48.68 28.11
41.49 47.56
19.85 19.91
8.77 42.55
61.67 37.57
77.77 6.73
21.87 62.04
48.00 29.94
9.58 31.88
0.90 36.26
46.50 82.63
57.58 59.10
21.18 48.29
66.29 71.06
54.25 63.19
60.91 55.70
7.11 22.92
37.19 23.80
57.92 89.22
8.60 80.34
47.63 0.83
40.50 28.16
17.09 28.28
24.65 4.92
37.58 11.55
37.01 61.87
49.60 28.94
7.20 79.64
33.21 30.39
78.09 60.89
70.72 44.52
17.60 93.36
2.98 4.94
38.26 32.02
11.86 71.68
69.60 19.25
45.76 68.86
42.34 12.84
77.56 43.57
69.28 65.69
9.83 99.49
50.72 74.09
79.52 71.36
12.45 80.04
46.30 33.47
11.21 12.40
69.79 73.98
17.41 82.05
7.35 59.77
16.92 43.08
19.77 73.40
75.13 55.76
22.34 28.46
50.66 50.57
44.45 45.33
65.23 66.92
76.67 82.55
75.67 27.84
44.30 23.08
64.22 52.10
13.62 43.44
39.83 91.38
27.59 77.55
38.22 95.52
26.24 99.47
64.64 73.14
37.00 59.42
73.03 73.83
49.76 39.41
49.48 5.84
65.47 81.04
20.29 56.03
4.83 59.94
30.52 16.26
29.08 73.68
20.94 62.83
7.57 8.46
50.97 99.29
71.72 26.57
70.69 98.02
51.77 47.09
13.85 75.31
2.80 74.82
5.66 24.34
69.09 96.82
65.69 97.91
27.09 87.23
28.83 96.10
38.87 85.38
19.41 59.18
40.33 88.02
75.70 30.69
55.34 61.47
45.30 47.62
4.21 33.89
49.32 9.82
8.13 60.44
4.21 39.11
30.08 33.50
29.24 40.73
78.54 6.17
30.72 2.39
3.56 58.50
54.87 33.37
56.28 58.98
34.99 68.02
40.94 19.38
30.02 82.13
44.11 56.00
0.77 60.38
17.94 79.33
22.41 5.14
9.97 33.16
79.66 38.00
56.33 62.81
0.32 61.79
72.71 94.02
16.44 3.44
8.89 85.98
53.05 17.52
20.46 25.75
35.32 62.47
0.69 4.47
64.81 54.30
15.37 36.95
79.35 13.91
31.34 85.27
EOF
