numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
25.66 11.22
52.78 81.68
43.51 92.52
59.68 1.82
78.33 28.92
23.00 27.52
12.84 82.34
52.25 34.58
71.58 17.10
19.11 40.90
19.12 26.87
57.85 36.95
58.81 57.58
59.91 39.87
55.49 52.27
74.92 82.56
10.88 68.44
35.23 49.51
28.07 16.42
50.00 30.62
2.28 35.20
28.03 65.00
4.08 32.38
23.56 2.56
64.39 51.62
26.90 38.94
32.27 83.99
29.75 83.45
15.44 45.77
65.08 70.43
1.19 3.06
36.10 64.99
35.97 20.20
72.54 41.71
30.27 66.19
6.50 65.22
50.54 64.42
23.45 21.95
72.52 17.81
38.67 50.61
62.76 36.08
11.49 1.14
4.27 87.11
39.38 84.62
16.02 63.80
75.18 45.11
31.55 44.45
6.13 10.53
53.64 2.13
17.46 6.61
6.51 80.23
79.78 54.79
23.68 31.75
71.30 18.86
59.17 96.31
62.34 84.00
14.14 46.16
23.75 77.21
42.74 43.81
65.97 94.62
65.04 48.05
64.74 53.17
48.19 25.44
14.78 48.18
16.06 85.83
5.65 59.64
46.96 72.47
5.48 69.98
13.13 99.34
18.80 7.75
13.91 32.73
19.47 43.58
68.59 37.92
16.88 83.03
7.20 36.60
61.48 57.13
37.04 66.39
28.18 80.31
65.54 58.98
15.26 47.87
70.01 56.63
55.95 93.94
66.99 21.87
22.28 94.09
26.24 52.84
35.94 88.52
69.16 42.57
49.83 72.44
46.43 99.00
50.34 52.45
52.79 58.60
74.04 53.90
38.06 15.34
71.48 5.45
53.11 95.72
51.58 35.42
59.48 30.73
5.37 74.89
63.63 61.01
25.27 13.31
62.64 40.05
59.86 48.48
34.98 64.64
75.28 3.90
43.45 61.98
17.17 35.15
31.38 62.85
15.72 80.74
29.77 74.05
53.04 92.69
55.24 42.38
28.67 5.51
51.81 64.92
75.13 27.82
36.90 62.66
63.38 62.63
8.72 87.79
0.74 16.07
8.74 33.10
50.45 58.68
48.70 25.78
71.77 53.94
13.40 63.11
0.22 17.34
50.29 87.87
23.46 24.83
26.71 23.70
62.03 37.27
69.22 1.62
74.29 61.32
43.17 87.16
43.19 7.27
65.42 95.62
54.51 16.03
57.87 9.55
33.21 5.56
65.78 47.66
36.66 34.21
79.08 81.70
71.97 23.64
61.07 93.26
29.01 62.62
69.94 41.73
73.18 59.05
66.63 34.59
29.46 38.78
26.20 35.37
58.90 9.43
3.55 63.39
18.67 71.35
18.30 0.48
25.88 31.33
77.50 93.54
74.68 39.22
77.96 89.43
6.08 86.70
24.55 1.06
27.08 20.86
73.90 10.89
59.41 76.44
19.90 18.23
18.10 38.35
55.21 75.84
61.96 63.70
10.87 77.08
44.23 44.37
61.56 32.77
4.83 20.95
22.35 73.26
49.88 50.06
21.34 26.84
45.22 64.19
19.70 68.19
62.05 1.79
71.11 50.92
21.28 62.34
79.68 71.62
35.84 59.98
41.25 43.67
54.95 23.40
8.00 46.47
43.66 33.88
53.56 65.35
60.83 85.50
43.12 33.28
68.37 19.83
41.96 96.35
19.52 96.29
60.99 12.10
41.16 22.96
63.67 39.86
16.26 84.14
36.14 59.36
77.34 80.77
25.77 5.20
16.68 54.73
3.19 88.38
74.79 63.10
20.00 54.40
21.02 16.84
42.77 79.28
64.11 92.93
32.78 9.84
18.43 97.11
20.12 62.08
7.13 92.73
46.73 31.08
50.05 54.81
65.95 28.42
52.68 31.60
3.97 92.05
63.34 16.35
7.03 53.36
66.46 66.37
57.11 78.84
65.22 92.15
29.21 86.02
10.93 17.77
58.18 39.31
15.32 79.34
3.79 12.01
73.13 20.77
21.38 47.95
5.04 57.33
67.67 61.27
70.45 74.43
75.71 78.66
13.00 46.83
28.50 69.21
32.38 66.94
56.14 49.90
53.78 93.84
46.70 94.20
39.92 32.72
17.23 39.62
5.95 37.18
29.01 69.91
71.75 90.21
33.99 87.03
44.20 11.77
31.20 70.09
30.44 19.70
55.12 33.85
47.20 62.81
37.08 12.72
41.00 52.80
38.51 72.96
10.19 5.99
6.44 5.24
75.59 17.30
EOF
