numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
43.12 94.78
50.30 38.38
51.05 36.22
20.75 32.54
54.85 10.50
58.18 66.81
25.11 15.06
70.26 6.37
44.07 76.23
61.11 3.87
32.68 41.36
76.25 47.82
6.70 51.53
45.37 16.13
17.43 19.43
78.11 50.45
37.41 84.49
43.07 61.75
16.50 92.62
20.62 22.97
78.82 57.22
0.71 37.98
26.78 63.01
27.42 91.12
3.51 95.53
61.46 88.05
23.55 78.24
26.40 56.55
57.89 31.79
38.64 59.31
42.34 60.24
74.05 3.24
54.36 0.76
41.54 97.75
22.05 12.78
27.51 6.79
32.40 77.05
11.55 13.29
49.79 38.88
7.75 18.42
10.33 65.53
39.16 32.61
31.87 99.03
74.95 1.21
70.94 90.38
73.30 22.31
43.87 0.38
53.54 51.92
49.03 4.50
1.85 16.08
43.64 17.86
73.12 90.29
15.36 66.63
20.63 3.94
53.87 86.63
20.81 70.93
45.15 72.46
24.93 88.95
37.40 63.91
38.58 31.51
18.14 10.24
70.78 20.80
20.14 74.61
56.46 93.56
68.80 76.49
49.50 94.48
57.58 79.76
75.09 34.51
43.98 50.73
49.96 42.07
46.18 78.97
11.29 28.69
27.09 19.74
26.34 44.24
50.95 40.31
15.50 4.04
66.35 33.49
38.17 84.33
53.87 9.87
24.92 70.44
60.13 53.69
39.21 6.64
36.90 83.14
39.83 70.17
14.77 80.16
65.99 71.54
16.64 18.57
16.94 95.59
71.53 40.42
25.80 36.69
7.59 69.87
50.17 48.31
47.07 7.26
0.22 23.18
25.15 17.93
12.34 82.98
3.40 34.23
0.44 45.56
57.71 24.19
68.50 39.67
9.60 17.00
67.28 79.11
45.42 89.30
77.54 24.85
56.21 31.18
61.43 56.50
63.21 28.44
77.43 97.76
79.07 15.58
37.95 4.71
73.22 78.29
53.78 0.41
12.48 97.30
23.23 59.36
65.64 96.70
14.53 95.76
24.10 69.17
3.30 7.71
37.33 19.36
7.63 39.80
73.04 89.69
0.06 77.38
66.38 4.30
56.35 15.12
53.47 59.49
56.90 64.70
32.96 76.46
65.69 56.94
7.53 77.19
25.04 59.47
76.09 47.33
39.88 11.48
50.38 66.51
67.37 13.41
35.31 20.21
8.13 50.97
71.77 99.64
20.78 38.41
7.97 26.29
47.34 75.44
58.87 47.23
70.38 56.20
5.80 19.57
44.74 10.74
9.72 4.22
64.25 84.79
37.37 22.43
44.20 69.84
8.97 97.31
69.78 47.51
78.88 52.71
74.08 45.31
78.70 33.13
14.47 39.29
42.32 75.01
38.94 94.28
17.73 46.81
13.23 47.03
50.05 45.59
72.56 9.34
47.57 3.96
9.35 57.44
24.98 36.91
78.29 54.21
55.20 3.45
10.79 60.45
35.29 35.39
40.49 95.91
47.33 86.30
69.12 22.24
28.46 18.30
19.93 29.05
1.31 42.19
32.12 75.92
74.38 82.55
52.41 35.77
16.33 65.61
59.70 85.99
32.27 37.51
26.96 78.45
43.91 57.20
31.61 37.78
14.00 12.11
40.56 25.03
7.01 89.74
48.88 8.96
76.74 67.21
7.67 89.14
35.39 18.85
78.08 28.49
12.96 13.82
13.72 70.65
34.48 54.81
33.81 62.49
27.39 3.24
79.44 46.26
18.35 85.01
37.96 58.27
15.82 81.32
26.43 13.56
5.71 38.01
53.72 56.46
65.18 52.83
68.76 64.11
30.61 24.80
48.69 71.60
8.91 53.84
42.59 65.95
5.41 64.35
54.55 90.50
59.63 63.47
24.55 86.53
46.72 53.12
31.41 80.48
34.62 94.14
38.07 75.76
10.57 11.72
44.31 38.82
20.05 53.93
55.99 9.54
53.89 80.45
50.96 18.06
33.96 66.54
72.43 90.64
26.88 23.39
16.26 24.21
59.59 64.59
61.89 33.56
58.01 94.60
61.12 88.59
60.92 60.10
16.02 31.36
18.21 10.56
31.85 10.82
60.71 50.05
5.99 82.50
29.91 33.11
61.90 94.74
13.88 1.81
70.59 58.44
5.29 63.78
14.92 91.55
52.06 86.71
15.55 53.73
12.32 52.81
18.23 47.62
19.66 36.74
26.58 46.72
24.25 88.82
7.85 25.67
EOF
