numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
31.22 47.85
72.72 55.58
46.87 87.86
63.23 78.48
74.24 16.76
73.16 36.66
73.39 45.06
77.89 93.14
29.13 19.18
8.49 18.04
49.73 25.75
36.63 35.68
75.89 77.25
15.95 71.10
13.57 42.47
46.07 40.27
34.02 57.80
14.57 72.49
6.95 11.82
68.72 53.39
37.66 15.72
78.44 87.06
48.35 39.78
33.78 8.85
58.92 59.23
2.57 97.57
55.15 2.71
4.65 89.27
30.94 54.43
26.48 11.48
21.82 72.51
39.86 86.65
18.33 18.93
52.08 40.86
4.97 86.14
42.54 62.79
63.20 49.61
44.20 76.98
7.54 53.59
19.92 88.21
64.48 88.06
48.25 47.17
14.51 80.35
18.34 27.82
14.84 50.52
25.26 11.53
15.62 83.13
28.05 30.39
17.85 26.07
14.98 59.63
52.76 39.31
32.94 85.18
39.54 11.11
18.70 97.02
26.70 41.34
22.94 67.19
37.03 87.13
41.11 60.78
25.62 21.15
10.40 44.66
46.09 95.24
6.48 43.45
48.09 74.36
58.16 61.44
49.21 96.11
56.97 80.14
55.70 84.23
33.17 1.98
58.90 4.53
43.78 99.43
63.03 71.26
33.13 66.14
28.85 64.33
25.39 42.42
3.29 32.18
9.47 47.00
63.16 3.58
76.01 92.33
63.50 40.02
27.18 17.17
34.22 42.69
71.00 60.63
49.99 18.14
9.27 96.17
65.34 8.79
75.05 15.73
34.25 74.74
65.28 99.92
75.01 58.51
16.26 20.13
53.48 57.33
42.15 92.20
14.53 59.67
37.09 71.68
30.73 7.71
48.97 53.79
28.71 82.82
4.75 85.46
13.14 82.09
23.72 39.26
38.24 21.53
27.06 47.47
71.85 60.43
65.34 31.93
40.55 70.74
65.34 51.83
52.08 2.90
52.92 58.64
26.11 6.28
53.39 79.56
18.43 27.70
63.63 32.87
27.37 56.59
11.01 88.26
65.00 51.61
28.29 72.19
35.03 66.95
42.30 38.10
32.46 47.67
54.67 11.53
67.19 95.50
13.07 1.25
42.29 90.34
75.00 8.53
57.43 34.60
16.03 28.14
32.88 19.36
70.48 43.41
66.21 5.62
56.63 12.36
42.62 62.30
45.60 84.37
22.44 68.59
24.54 36.89
68.00 36.18
10.05 50.76
6.68 72.96
32.69 41.83
40.78 5.63
0.90 4.67
39.70 55.67
21.08 63.18
75.02 53.40
62.70 48.63
36.03 99.51
40.46 75.48
38.97 33.99
58.17 55.18
43.97 51.34
18.29 2.95
26.78 49.86
39.50 49.38
45.60 36.36
31.90 98.33
5.02 7.55
73.81 79.36
27.51 72.52
52.85 15.94
68.45 73.13
12.30 67.88
44.33 27.12
30.20 26.72
72.57 32.47
47.98 59.72
77.48 68.24
9.95 71.42
50.87 8.71
49.78 11.45
33.62 86.89
59.18 91.41
37.36 85.70
59.42 43.04
72.48 17.55
43.51 46.47
4.64 76.37
39.32 16.27
23.21 86.27
51.57 7.66
23.51 2.73
79.03 80.66
21.62 59.19
6.58 25.40
16.34 85.94
53.62 66.83
60.06 39.47
31.85 91.26
13.30 46.92
13.29 50.56
2.61 99.07
48.66 41.07
23.14 68.85
41.29 2.90
67.23 44.81
3.88 93.09
69.98 46.39
44.01 75.12
78.44 17.30
69.79 28.25
53.63 11.13
49.99 65.03
13.99 48.81
43.52 3.37
67.39 28.88
26.90 63.92
20.69 32.41
9.00 9.45
39.44 63.18
61.46 45.33
8.96 12.12
63.16 83.60
50.02 27.39
17.24 16.69
67.07 67.97
1.31 82.74
4.68 98.82
53.93 46.49
72.70 58.82
37.41 50.84
31.03 90.00
16.31 74.73
47.85 40.37
61.32 21.65
46.23 76.39
54.97 59.60
65.14 65.10
77.36 56.46
78.64 61.50
15.22 38.47
70.77 58.67
14.00 99.14
32.63 67.72
79.56 60.00
78.70 7.82
73.65 14.34
79.35 57.39
31.29 90.18
48.41 45.21
65.61 39.36
74.93 97.72
35.74 70.01
66.37 39.76
33.83 27.32
23.71 85.65
71.98 76.70
56.10 96.70
35.65 61.48
64.90 71.48
0.98 1.62
57.98 23.08
79.04 32.15
EOF
