numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
14.14 22.42
18.05 47.71
76.40 72.72
13.07 88.71
50.75 42.21
27.40 29.13
52.34 29.99
31.08 63.49
74.44 98.95
27.65 23.45
50.63 12.85
26.96 98.85
51.36 96.74
10.15 73.61
44.45 28.74
12.95 85.48
67.43 40.29
40.10 27.24
20.48 60.22
54.54 40.85
46.08 29.40
54.62 15.98
14.70 60.07
4.17 17.65
4.36 72.94
9.29 94.95
34.92 81.45
69.09 77.68
68.54 82.84
79.00 77.64
12.75 22.83
74.72 75.84
75.16 85.75
59.61 52.70
75.20 48.01
57.98 45.69
13.44 71.65
68.42 20.07
68.98 37.71
15.95 12.10
33.13 36.65
20.95 4.24
59.20 7.30
36.70 33.23
41.14 27.51
70.10 90.22
3.18 94.96
44.70 61.18
4.43 6.08
20.02 74.06
36.04 30.73
63.72 98.32
27.43 69.38
12.66 88.29
45.88 87.39
6.74 47.33
47.12 79.32
57.29 81.84
52.07 36.77
17.75 30.75
12.01 27.39
77.18 20.51
5.67 95.64
16.74 86.78
60.65 47.44
77.25 19.86
52.98 33.81
33.95 18.61
46.26 79.14
45.31 99.51
65.69 42.97
52.16 57.39
0.61 36.23
31.26 2.50
70.69 25.47
44.79 48.85
20.44 67.37
0.54 98.82
57.88 24.48
61.12 80.65
4.51 97.51
68.48 29.60
1.25 64.86
53.22 45.54
59.03 42.21
44.46 31.46
2.48 33.24
42.16 91.65
44.04 73.47
47.01 37.25
18.58 7.50
15.13 60.91
54.83 21.55
27.27 29.41
39.76 0.47
50.00 86.30
16.86 18.05
60.37 79.70
63.06 43.17
48.22 1.93
19.76 11.38
24.52 34.87
25.21 84.79
5.78 41.23
24.26 8.56
58.23 45.30
61.14 42.58
16.50 97.45
8.20 63.67
79.44 36.28
65.70 95.64
72.01 51.90
56.92 85.48
49.61 46.93
6.31 48.17
63.08 43.92
74.03 47.17
20.83 62.88
34.55 63.06
71.74 43.64
72.32 73.61
16.81 38.51
53.44 1.21
0.67 2.29
45.12 43.27
10.49 76.48
49.99 10.19
10.26 96.69
43.36 24.49
60.89 20.60
24.14 7.33
33.51 28.18
69.43 52.73
10.50 23.14
58.40 46.41
34.68 32.08
44.77 73.24
33.84 49.46
61.26 8.87
1.88 95.77
15.36 83.75
64.63 35.14
46.17 71.10
74.47 45.43
64.81 22.10
9.96 16.40
14.99 38.22
73.48 72.91
50.46 12.65
63.04 34.63
43.28 30.65
60.84 84.34
17.20 51.99
68.33 4.14
62.71 85.41
60.25 99.85
10.06 74.81
21.38 33.03
40.15 38.64
46.57 94.72
4.79 79.76
60.54 80.93
32.99 42.68
36.15 95.69
28.78 94.97
72.33 99.79
46.36 73.46
41.23 78.08
63.96 75.31
71.06 66.51
33.86 12.57
78.45 64.48
50.56 8.90
6.11 0.95
34.64 8.59
5.99 40.98
36.09 27.78
57.70 26.73
43.54 42.43
16.09 83.72
48.31 46.28
30.30 34.76
4.30 86.79
48.24 22.49
77.26 17.72
7.40 58.45
74.62 86.02
56.89 67.35
69.95 95.19
47.59 15.26
43.24 96.66
76.64 63.37
79.40 15.24
6.57 6.43
26.48 96.98
39.93 40.93
76.18 20.73
75.14 36.98
32.65 9.13
38.40 1.62
5.83 81.63
51.27 94.71
13.37 38.23
28.70 45.15
20.11 67.49
59.94 16.86
9.22 7.16
36.94 36.36
0.12 10.97
48.96 14.39
75.27 38.77
36.34 65.45
30.76 15.11
40.55 22.17
31.09 38.39
64.38 66.72
25.74 50.50
48.69 54.81
51.27 90.40
52.04 89.30
45.03 55.31
4.10 75.24
20.10 41.17
1.23 41.08
38.03 51.30
76.98 2.77
33.91 83.02
22.41 78.97
55.51 16.44
12.69 68.55
53.56 8.22
26.36 25.71
3.18 6.18
72.16 75.80
37.69 8.67
75.47 55.10
2.63 30.61
3.41 43.63
6.17 89.47
56.28 96.16
7.13 35.96
39.45 80.07
22.74 45.52
18.43 62.46
39.82 53.72
38.54 99.57
62.16 49.48
73.28 91.46
42.78 22.57
79.48 79.30
EOF
