numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
32.80 16.24
17.62 17.01
23.12 81.94
73.08 84.70
44.22 84.96
76.06 87.65
7.37 2.94
1.56 72.48
49.55 78.16
70.78 30.32
66.66 86.67
51.29 97.81
66.79 38.12
54.14 2.82
72.65 44.69
79.93 16.55
31.68 55.41
26.18 66.44
55.58 20.73
12.03 41.86
62.43 35.71
26.36 57.97
37.64 19.27
67.55 55.47
41.42 95.77
71.70 5.35
73.34 9.14
15.06 18.08
55.23 59.72
17.49 59.75
21.55 67.47
47.08 14.29
10.23 83.60
1.09 10.03
20.02 65.58
15.00 3.38
7.54 64.33
72.81 60.80
57.59 8.10
48.04 14.37
28.42 88.58
15.92 55.16
70.98 99.40
70.97 24.90
4.68 31.24
73.86 17.87
28.01 19.16
48.57 27.53
40.26 18.81
31.55 63.57
42.34 0.58
61.17 0.94
61.61 94.93
7.34 14.76
49.02 42.13
52.37 51.20
58.29 88.16
33.06 44.94
10.64 23.06
29.89 6.90
6.97 21.86
64.48 53.31
12.06 73.59
41.32 76.20
30.24 71.74
24.78 92.99
58.02 49.80
70.28 67.63
11.05 22.66
25.35 57.78
9.51 43.51
64.82 71.90
47.17 5.99
74.46 0.48
29.48 25.82
45.33 17.43
61.10 88.64
21.51 99.83
57.06 66.72
48.65 16.60
6.85 27.04
33.76 63.93
10.76 77.64
72.18 94.72
4.09 29.58
30.18 14.36
5.19 51.39
16.90 54.50
17.21 86.65
51.84 17.04
61.16 62.96
33.08 91.81
62.53 89.19
31.65 44.78
14.87 72.36
24.72 27.27
68.25 99.19
51.21 2.35
31.09 92.83
8.56 3.46
15.04 95.93
37.78 93.82
62.86 9.89
65.11 50.44
65.56 26.82
34.89 23.08
48.91 42.19
45.43 62.72
0.28 77.30
26.05 73.59
5.09 12.48
64.84 72.50
26.10 35.91
61.99 96.30
21.81 70.70
7.82 57.74
50.10 92.58
2.38 24.71
67.87 23.90
4.88 59.15
8.93 92.24
54.49 16.14
72.78 27.57
15.57 3.21
11.10 65.53
10.67 49.42
79.42 23.76
34.56 0.48
13.63 70.57
69.08 78.38
74.22 18.11
5.00 23.57
57.25 49.03
58.51 37.02
64.42 54.16
3.34 91.19
41.59 56.67
66.77 59.88
7.67 73.02
0.46 93.25
17.66 25.91
48.75 15.94
72.51 46.56
16.76 59.74
7.48 10.89
29.54 79.18
37.34 87.79
62.16 84.30
21.22 40.86
50.54 53.03
71.39 7.14
73.38 54.88
10.55 87.30
44.52 79.44
69.93 69.30
4.77 3.26
29.82 71.68
35.57 14.16
59.14 26.89
31.22 40.27
47.21 14.02
15.65 77.54
76.87 18.75
20.99 40.59
23.89 38.30
27.28 27.94
34.06 45.79
51.82 82.76
46.78 65.39
53.74 14.71
24.42 73.46
25.08 36.11
16.22 82.52
30.80 21.34
19.08 18.92
5.33 79.74
70.72 28.51
52.50 11.32
79.95 52.33
46.05 44.36
4.51 61.03
9.06 26.16
3.27 60.32
56.09 74.59
20.46 83.29
22.74 73.71
67.09 45.09
37.28 76.06
77.35 68.55
67.57 73.99
0.93 3.87
62.22 64.51
68.94 24.15
8.49 16.30
64.72 72.38
68.72 33.01
32.15 15.81
62.88 26.05
47.00 8.23
61.50 69.60
62.86 90.67
71.76 6.96
42.14 89.14
40.13 42.05
18.06 96.25
79.38 56.94
60.93 78.66
16.95 6.91
14.53 96.51
18.40 24.28
46.26 71.87
18.31 90.21
3.38 22.80
36.23 43.27
19.25 95.06
30.13 55.87
73.83 79.39
41.60 33.50
8.99 74.36
22.10 16.56
12.05 42.19
31.53 25.74
71.34 16.70
20.30 75.58
48.98 36.59
32.34 16.78
56.49 51.23
0.87 51.84
76.76 19.88
51.94 21.17
56.98 44.55
24.42 78.59
26.65 62.69
52.79 75.48
9.61 40.78
32.21 85.68
17.18 92.63
39.01 26.30
54.37 93.20
77.76 86.80
21.60 62.77
46.63 57.20
77.84 14.50
76.37 58.51
51.53 22.73
44.28 43.26
2.01 22.61
8.85 69.34
13.46 19.91
19.64 30.69
EOF
