numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
0.48 24.35
28.31 60.85
61.75 81.05
14.70 83.81
21.81 95.37
54.03 68.60
9.14 27.72
34.33 48.13
77.88 79.77
59.22 47.14
60.81 80.92
12.34 68.38
56.50 93.70
38.84 40.82
78.71 24.55
39.93 92.98
72.70 7.93
4.91 54.81
3.92 67.37
30.77 46.05
65.54 16.12
51.56 92.69
43.79 55.65
19.82 92.97
32.02 93.18
72.00 5.41
48.43 83.01
46.83 72.17
50.81 80.94
15.00 56.23
11.26 19.35
53.86 80.34
62.86 34.55
2.73 72.72
48.18 88.50
46.73 27.19
61.30 82.97
7.40 65.60
73.50 48.31
9.86 10.77
22.34 27.31
30.26 56.88
17.32 3.97
74.55 46.25
72.88 27.77
79.56 28.10
34.50 91.18
36.81 3.89
41.78 99.43
54.05 14.49
34.98 80.71
26.02 46.57
27.37 82.65
0.57 30.94
38.29 77.75
38.18 15.65
3.43 93.29
70.60 10.88
4.43 17.55
20.36 54.39
40.88 46.55
41.16 63.74
9.97 14.74
72.23 58.43
51.09 73.34
68.89 70.25
14.20 82.83
45.99 52.43
22.53 87.80
5.28 41.43
4.00 70.90
44.49 22.22
44.52 51.39
6.09 82.70
63.57 54.86
17.27 12.16
75.46 99.17
58.27 34.43
23.74 41.86
31.73 45.58
8.70 9.61
30.15 1.01
37.24 47.78
3.03 84.83
74.04 83.62
60.30 83.85
5.20 83.07
66.40 30.12
42.90 87.61
12.07 4.50
35.95 42.68
23.92 86.83
57.06 81.56
15.63 75.69
40.35 74.63
8.54 94.42
13.06 21.91
79.90 97.69
64.38 45.91
49.84 8.56
66.57 1.10
31.70 86.58
49.95 7.05
79.12 52.74
2.21 9.23
7.45 21.19
10.46 62.53
14.47 2.00
32.78 62.73
37.68 55.84
58.53 92.98
23.55 92.88
14.93 40.17
3.74 94.31
58.65 5.75
55.10 75.23
11.35 53.83
68.38 22.01
60.27 28.72
66.58 77.13
18.61 48.44
3.49 36.17
79.32 25.90
12.12 34.53
75.51 42.61
29.42 57.25
67.82 3.63
76.37 4.45
37.94 53.72
14.10 23.97
24.06 80.16
60.84 90.36
19.39 46.40
45.57 22.20
77.74 84.23
56.48 86.40
52.66 5.76
68.20 88.11
48.53 6.99
60.98 46.54
30.31 30.91
31.23 36.43
44.76 69.67
72.18 40.74
4.19 44.77
75.90 91.48
38.10 74.53
74.89 41.15
17.62 14.53
67.60 17.17
0.03 98.06
75.71 30.94
9.20 43.07
62.14 1.23
59.53 74.12
4.60 7.49
63.35 82.44
76.24 77.07
16.43 65.68
21.21 61.90
18.96 69.56
24.17 84.08
72.40 92.23
69.17 42.75
20.59 1.43
8.43 53.15
59.01 18.00
18.61 31.74
69.00 23.76
57.84 22.75
43.82 24.12
59.71 35.03
0.63 90.04
76.63 88.93
51.93 92.82
48.08 33.36
58.47 5.65
43.01 86.62
46.59 29.81
13.04 25.92
32.76 98.58
12.25 8.71
78.84 45.42
23.60 82.85
64.68 56.19
70.47 96.78
6.62 75.75
13.44 63.02
25.34 14.35
60.34 71.24
32.17 8.47
60.41 74.93
9.09 18.07
2.69 22.90
24.73 55.21
27.81 4.12
6.14 28.94
12.67 96.40
65.86 57.64
12.37 28.67
56.64 89.72
10.67 13.05
20.19 20.87
3.27 23.19
23.66 99.05
79.76 48.57
73.15 92.58
12.65 72.77
28.70 59.75
36.16 13.49
40.55 28.30
50.16 15.37
0.62 23.36
16.64 15.89
33.10 90.14
52.92 34.50
24.33 91.88
65.10 30.11
8.29 4.25
29.95 28.96
58.35 55.37
39.07 33.56
21.58 42.00
5.59 44.07
78.95 73.13
3.67 78.92
75.14 82.27
39.08 14.61
17.39 56.51
12.05 16.14
55.09 43.77
45.76 89.66
42.63 71.56
12.40 76.18
32.99 24.66
61.11 61.08
49.40 86.39
53.08 94.39
41.72 19.17
34.18 55.97
51.86 29.54
72.11 68.45
26.30 95.53
4.84 91.22
35.47 65.55
10.87 37.31
10.23 11.04
21.29 11.91
19.07 92.73
31.07 3.19
EOF
