numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
28.98 3.64
56.23 5.50
27.60 10.12
15.54 82.43
25.22 38.09
26.13 25.46
7.20 6.71
16.17 56.94
6.39 97.37
0.94 44.51
36.76 28.61
49.28 53.93
26.86 14.40
23.41 86.19
10.46 88.78
12.43 12.41
54.51 65.33
1.14 91.51
61.69 7.36
60.30 78.04
60.07 26.72
40.88 78.78
6.83 41.86
77.84 63.86
5.20 42.72
6.83 0.23
35.70 32.61
19.82 6.50
22.89 47.55
56.75 75.96
10.51 18.59
72.94 65.46
69.07 92.60
48.66 78.84
41.83 90.64
53.55 21.17
5.84 62.79
9.68 39.91
0.15 32.78
24.72 81.78
40.13 89.29
60.14 83.87
63.19 12.52
50.21 29.90
21.60 59.74
40.77 61.79
63.74 53.87
14.88 98.50
25.09 8.21
59.43 62.95
42.08 55.34
43.05 61.51
66.97 24.07
75.49 43.83
10.58 41.41
17.40 42.49
59.12 49.28
78.44 78.01
27.14 95.43
73.00 55.33
31.90 73.52
49.93 6.13
68.35 43.54
59.28 93.05
68.48 41.11
23.56 93.76
25.17 13.19
15.41 44.05
8.72 17.32
37.08 63.20
79.42 84.27
72.62 91.51
7.13 30.41
67.67 12.75
58.55 56.35
19.46 21.68
39.61 82.02
57.47 33.73
22.43 3.99
70.54 71.14
26.85 24.76
70.36 37.40
6.69 42.11
33.60 12.50
62.58 76.15
13.80 93.67
55.50 81.75
43.97 61.46
34.43 56.08
79.90 74.05
25.06 10.94
14.96 30.17
21.03 59.28
4.42 16.43
51.59 80.20
68.91 52.04
36.14 48.63
47.27 99.81
51.81 95.70
23.17 35.32
22.68 7.76
57.24 20.83
79.18 37.42
10.48 66.32
54.33 42.42
67.29 18.14
68.43 20.06
45.29 37.35
45.70 51.73
61.02 82.46
22.09 66.64
73.42 47.77
4.88 50.25
8.80 58.88
44.81 77.01
11.68 83.85
28.65 35.03
14.48 36.59
35.58 53.18
46.62 79.98
12.90 21.56
40.88 46.31
62.58 60.84
74.91 13.70
31.06 30.67
8.71 68.53
67.23 76.95
66.44 28.64
47.73 2.33
29.26 50.89
52.48 58.99
54.87 62.27
29.07 55.21
1.13 43.50
34.39 42.35
6.06 5.74
75.99 42.58
64.77 46.59
18.31 50.72
5.50 28.15
12.22 15.80
10.86 23.74
20.41 0.28
48.59 66.71
15.20 22.40
52.65 35.07
59.43 29.11
46.02 56.19
8.65 27.48
41.47 25.94
14.10 38.11
26.20 6.79
7.94 28.91
44.09 0.54
42.07 30.16
43.17 53.50
22.23 42.35
78.73 1.82
17.21 81.12
10.63 87.34
0.83 19.90
57.45 72.84
77.56 45.97
14.71 18.63
16.74 3.88
57.69 63.67
33.68 33.60
18.55 22.20
0.03 43.05
9.55 12.44
39.85 51.41
22.05 25.87
72.15 92.67
23.98 5.54
60.69 16.56
43.16 35.58
27.20 84.43
51.36 52.50
38.55 87.00
72.58 26.61
73.59 11.85
55.66 47.65
13.32 7.91
49.38 33.52
75.39 32.98
9.88 92.70
50.96 38.51
20.52 90.92
78.16 64.26
40.15 38.56
72.17 55.51
46.85 48.45
43.19 17.42
17.14 17.04
74.71 71.44
31.79 56.24
50.72 34.85
78.31 94.78
0.58 4.98
47.90 52.52
32.34 68.76
58.71 48.37
44.29 93.59
67.84 99.62
59.81 73.46
11.09 94.31
1.02 37.36
65.34 38.51
24.51 92.35
35.24 78.79
40.42 90.01
62.62 77.09
50.87 34.18
29.05 64.23
70.47 14.63
17.42 65.00
61.53 75.34
62.50 40.12
3.28 53.93
39.93 74.09
14.34 49.96
24.28 33.44
55.49 64.00
69.97 49.03
55.58 16.40
56.20 14.40
12.83 5.70
75.09 18.36
56.30 87.80
50.19 55.09
32.29 90.75
59.39 0.07
27.47 44.10
54.19 8.69
64.95 33.04
51.18 11.00
36.07 94.09
47.76 33.32
35.79 46.78
69.56 80.35
28.32 40.16
20.38 74.71
35.98 93.93
42.84 68.37
16.14 78.08
20.75 86.63
28.19 14.32
5.68 54.53
47.31 13.91
55.07 67.11
EOF
