numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
67.35 11.33
30.67 17.50
19.33 54.01
31.34 62.72
0.71 79.84
60.64 34.99
32.97 51.68
44.09 92.99
75.76 60.62
16.02 53.88
65.48 20.38
52.25 96.52
46.39 68.60
62.71 35.96
68.82 39.29
26.98 7.37
6.50 45.08
67.35 61.62
6.57 66.33
51.62 45.05
45.09 15.79
65.40 73.19
8.50 46.97
67.93 31.21
2.32 52.64
10.14 44.74
48.28 59.24
42.91 45.93
7.96 20.74
70.34 23.06
72.40 54.50
3.33 43.34
47.20 10.38
0.23 51.41
65.83 1.60
48.26 3.12
67.73 22.03
48.03 59.05
14.62 47.63
16.11 9.07
36.35 89.92
53.77 41.42
46.50 55.91
54.71 53.51
45.08 71.13
22.66 38.87
37.02 79.42
66.46 27.54
48.72 39.08
21.04 45.13
74.45 78.91
34.56 7.65
76.21 58.85
45.00 37.04
5.10 36.20
8.57 20.46
20.36 52.23
64.62 13.49
0.09 98.57
32.81 92.47
72.13 92.80
20.81 45.47
63.47 33.12
34.42 45.14
53.85 34.12
60.73 70.04
33.19 26.82
49.50 58.59
65.35 99.36
10.33 78.64
50.53 32.99
46.83 77.76
73.25 73.36
18.69 39.41
14.94 72.90
62.43 25.41
11.57 35.33
43.68 22.75
79.68 50.41
23.79 7.51
4.53 96.51
4.71 8.41
43.01 27.49
60.11 49.25
16.21 58.84
61.46 98.36
19.43 64.87
52.24 21.93
15.69 30.15
28.19 69.11
66.14 79.43
50.15 63.60
24.85 39.19
22.85 21.17
33.08 93.47
3.29 73.48
59.43 66.74
70.03 6.02
28.98 58.67
14.55 0.87
14.50 59.06
17.23 94.09
35.26 81.84
66.47 5.70
56.14 46.17
9.02 45.10
22.62 79.79
48.39 25.21
42.66 53.77
52.26 45.26
30.50 59.86
66.57 34.22
44.66 19.72
17.73 46.38
34.94 27.04
23.10 62.93
75.67 65.73
28.57 69.33
10.34 48.72
35.27 69.13
17.12 26.46
59.63 34.67
40.93 92.71
67.77 26.73
6.18 33.03
40.70 41.04
67.47 62.68
11.03 12.55
56.53 36.40
75.45 92.96
18.36 48.29
38.55 87.92
77.97 76.39
75.53 88.65
27.13 82.52
48.26 62.65
17.10 4.73
70.42 15.61
74.56 47.76
33.79 36.70
57.75 19.61
7.69 51.07
26.56 2.59
2.28 60.78
32.54 43.07
51.55 10.21
50.65 88.25
39.93 98.19
66.50 43.61
55.92 69.06
36.85 96.99
77.52 6.80
13.58 45.11
22.74 65.28
58.69 87.43
79.26 38.72
27.44 83.55
55.97 35.00
66.31 87.58
28.39 18.69
7.82 41.64
37.29 85.03
54.06 15.78
48.22 72.04
64.53 85.64
26.12 29.85
31.12 44.83
21.79 13.84
49.06 41.40
57.64 88.86
30.40 6.30
41.78 91.69
11.17 2.82
66.18 29.81
77.26 70.05
61.27 97.10
35.43 93.84
58.96 6.14
65.52 25.63
59.43 66.18
10.22 3.36
48.31 35.56
77.40 98.36
44.76 2.73
74.49 17.39
71.19 13.76
14.52 59.23
16.45 98.03
13.97 58.85
60.36 89.80
0.21 88.54
74.70 45.13
25.96 60.96
57.61 23.06
74.80 67.96
57.23 97.85
16.54 7.58
32.67 50.09
17.80 22.44
12.00 67.65
35.60 83.55
67.26 36.72
34.02 91.30
13.36 52.60
78.45 87.33
72.92 68.44
55.93 32.05
20.09 13.09
55.85 13.63
7.39 10.71
61.50 82.39
27.45 36.68
8.34 51.52
61.69 28.50
11.77 59.77
73.26 72.65
33.61 99.29
78.98 31.14
1.22 5.26
10.51 59.62
44.18 8.60
53.50 71.09
5.46 13.00
30.06 11.42
66.02 22.35
69.78 17.43
51.76 12.39
18.95 34.40
10.79 31.61
12.78 32.93
72.98 55.01
31.43 22.52
26.53 42.35
27.38 86.42
77.29 13.91
75.18 48.52
31.42 71.99
3.14 82.79
3.96 8.18
77.12 72.45
43.31 17.94
60.68 94.78
46.20 97.00
39.42 50.91
33.69 58.03
20.38 35.65
79.90 22.86
15.72 58.62
40.01 94.25
55.11 32.15
EOF
