numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
36.72 20.63
78.96 5.67
53.48 37.76
16.70 18.83
28.16 83.46
39.25 32.46
76.69 17.51
71.50 72.05
60.41 92.93
59.74 94.55
66.64 76.02
63.72 94.58
75.68 34.55
50.35 0.67
44.71 81.60
67.16 98.47
45.05 99.44
64.59 11.95
10.97 28.22
26.72 79.95
62.90 13.44
9.46 57.28
28.16 26.36
27.97 25.59
34.91 50.27
20.99 45.87
28.23 12.84
15.79 54.55
62.18 47.26
54.80 66.24
12.63 94.96
48.34 84.76
66.51 47.16
65.16 65.26
24.45 23.72
51.48 42.17
57.68 24.76
75.97 30.82
20.07 27.79
11.86 97.84
28.39 27.54
74.28 23.36
5.63 87.57
34.89 67.20
4.71 56.70
43.65 6.27
15.67 62.28
62.94 74.26
45.21 96.48
4.52 73.52
6.62 11.70
3.36 33.13
44.88 34.58
79.53 54.09
21.24 72.59
25.09 50.55
10.55 50.67
56.34 4.40
1.57 59.86
8.74 94.12
74.91 22.68
17.95 83.14
52.33 87.23
69.77 25.51
53.20 64.77
79.67 6.05
12.02 93.61
74.32 37.18
40.16 96.68
60.66 58.98
52.93 26.90
39.17 44.57
70.35 43.50
75.93 60.44
66.15 99.03
78.36 17.99
65.13 55.97
48.29 68.27
55.64 93.88
26.92 95.99
41.46 16.76
30.96 59.27
75.34 69.02
73.21 67.06
36.73 42.82
1.85 32.76
79.85 97.25
18.76 47.84
76.93 65.67
56.19 34.85
79.27 17.04
0.51 45.16
63.62 4.02
31.47 75.09
54.85 23.89
30.80 32.81
66.31 6.76
38.10 4.83
38.43 28.63
41.11 44.01
44.31 39.69
68.85 45.76
3.81 67.00
38.95 33.19
58.52 80.73
14.33 24.50
79.64 46.08
14.68 23.03
12.59 5.58
36.54 38.44
42.25 28.58
64.88 78.62
49.05 72.84
21.87 39.81
55.02 69.70
28.49 47.80
60.89 84.72
76.40 95.36
79.27 1.26
31.24 79.87
74.63 65.96
0.40 50.14
18.91 41.02
38.33 56.16
34.38 12.15
71.69 51.22
24.71 29.52
30.01 86.92
8.93 99.04
34.66 36.22
66.15 14.54
1.15 53.91
3.05 92.41
69.19 0.52
21.84 91.21
52.64 62.45
25.25 2.92
66.80 5.57
2.71 3.85
1.48 5.51
1.75 98.19
38.77 58.01
52.48 65.60
59.42 85.63
67.98 11.73
57.08 60.78
17.03 41.23
11.78 11.48
79.77 8.12
36.52 80.14
54.77 58.78
22.18 67.45
56.46 39.79
27.55 94.24
44.03 40.26
1.24 45.90
42.28 38.96
57.78 84.35
13.96 35.36
63.12 51.62
10.61 27.08
29.33 90.78
5.53 77.82
63.15 81.83
72.04 78.83
4.83 45.05
64.20 16.11
25.38 12.87
41.76 56.88
18.85 44.01
40.80 8.08
79.52 57.52
51.82 7.16
58.13 48.29
57.04 36.06
53.69 48.52
35.44 42.27
39.47 55.64
45.24 76.23
4.02 10.90
32.31 56.10
56.76 91.29
3.99 12.98
4.33 14.54
6.07 76.60
19.90 86.22
20.79 65.42
19.99 70.92
19.69 57.53
65.01 20.46
73.52 9.57
23.66 17.86
47.07 38.08
45.89 70.00
36.46 5.31
35.19 65.31
62.78 64.35
43.64 46.45
68.54 30.42
67.32 58.44
75.32 70.24
21.51 64.51
43.67 12.39
33.31 26.83
32.36 23.03
66.93 75.97
22.07 8.34
41.87 5.18
52.97 77.71
41.06 7.45
15.85 84.31
59.50 20.41
49.01 64.11
59.15 26.47
62.45 25.97
0.63 1.31
71.46 51.83
31.69 77.85
4.08 56.33
24.86 53.49
31.86 72.28
41.74 67.90
10.15 58.07
34.05 98.49
34.37 32.47
36.93 83.33
26.72 39.22
27.85 26.19
6.77 5.24
16.97 15.36
29.11 72.28
56.41 59.11
77.85 9.55
73.57 42.57
25.80 95.32
46.65 67.30
55.10 6.36
59.27 97.96
73.30 35.82
63.14 75.82
37.28 16.80
28.28 47.14
67.96 96.24
6.53 89.19
54.59 45.20
16.66 79.12
51.28 23.58
32.21 60.57
28.49 57.38
11.46 51.62
EOF
