numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
36.73 23.16
75.70 51.00
51.61 82.50
67.29 64.38
65.88 93.62
29.88 54.68
79.59 62.23
44.37 65.94
1.12 71.83
24.31 46.83
22.45 31.60
18.37 11.64
35.28 58.86
40.72 40.65
35.99 6.82
62.00 24.38
34.34 8.63
33.28 97.40
27.89 34.23
18.52 62.52
10.92 52.97
17.57 96.13
64.74 94.31
20.26 86.92
22.01 88.80
41.91 96.89
71.39 17.50
79.22 29.76
71.33 39.01
26.80 0.10
69.82 11.30
44.75 9.02
76.42 57.44
46.41 52.24
16.76 83.50
67.96 51.44
46.92 72.53
53.83 70.81
25.54 57.50
33.97 70.78
50.24 12.64
31.40 11.80
58.49 4.46
78.66 7.29
9.15 63.09
77.89 55.84
73.43 85.56
78.55 15.76
15.48 71.22
73.68 26.59
11.87 53.25
10.39 82.11
72.08 62.14
46.34 69.34
70.70 79.51
2.95 62.46
79.90 42.39
32.49 3.04
31.63 89.30
76.98 20.48
6.83 9.46
51.48 62.04
31.22 50.35
46.73 6.83
28.17 45.29
64.45 3.88
79.90 70.90
50.01 63.94
77.47 98.45
79.51 93.31
53.97 19.97
61.27 31.98
67.55 85.48
28.27 85.43
60.57 88.01
12.99 61.40
37.99 55.13
21.70 76.47
63.90 43.85
73.75 33.89
76.19 74.25
61.29 21.37
0.89 78.92
0.82 46.78
67.78 43.10
14.03 9.88
29.99 93.82
1.00 41.74
40.51 96.99
39.97 46.88
62.86 50.22
35.52 84.13
72.24 2.20
53.65 78.12
18.53 53.64
42.41 75.46
66.37 50.27
35.76 39.96
53.78 57.74
68.59 19.45
5.10 97.17
47.94 5.64
19.87 35.58
22.59 54.72
1.39 15.04
43.24 32.40
78.64 22.84
12.89 6.36
20.92 70.04
42.00 61.65
50.34 72.05
79.67 74.69
67.25 12.66
14.46 64.29
12.73 50.33
76.35 87.04
59.61 33.83
8.94 76.37
32.29 75.04
27.50 42.35
58.83 78.01
68.68 41.89
23.90 47.24
61.10 43.75
1.37 54.95
25.24 42.56
57.36 88.89
50.39 56.33
41.39 42.64
62.06 46.97
54.23 12.32
10.55 33.00
59.41 34.20
36.16 16.91
51.51 72.87
68.15 1.28
16.97 1.20
59.64 39.33
32.25 46.62
18.55 7.93
9.62 6.83
6.50 10.94
50.71 6.63
6.52 38.71
38.04 2.85
67.08 13.66
17.69 13.67
0.57 26.47
40.05 77.60
9.21 88.04
73.66 15.94
26.51 34.38
68.39 45.23
41.21 25.99
63.12 37.24
78.27 0.42
13.80 76.58
42.81 38.38
30.19 59.53
78.86 76.45
1.79 96.22
35.81 42.34
70.17 55.38
70.28 17.36
18.94 34.33
44.02 6.72
31.61 5.76
1.71 66.84
34.52 83.82
68.68 60.26
73.12 58.91
63.26 85.98
61.41 73.68
52.96 8.95
34.26 55.65
17.02 64.14
46.06 60.62
26.75 40.50
22.32 12.51
26.83 88.57
14.57 2.81
17.09 19.39
29.76 18.74
11.75 83.09
45.72 86.65
15.73 51.60
49.94 9.41
26.91 6.44
8.91 55.87
59.55 56.14
31.31 34.87
39.66 16.56
79.73 88.24
65.53 70.34
0.98 58.41
42.61 7.36
65.90 8.92
2.02 71.13
75.47 92.12
16.34 36.59
24.98 53.08
6.79 44.87
42.93 89.48
36.19 50.33
18.03 74.25
26.46 78.84
53.97 47.09
47.18 45.15
36.46 62.39
43.51 67.31
17.06 42.47
48.36 73.55
66.16 45.22
0.20 28.23
20.07 52.23
75.83 0.86
78.13 93.13
27.05 76.01
3.78 45.89
78.91 59.24
27.66 2.40
77.15 89.14
35.34 89.68
65.87 42.56
1.19 23.52
70.76 41.00
44.74 75.91
35.86 27.17
38.50 16.20
78.16 77.83
70.44 75.10
35.90 6.65
25.10 3.73
79.83 3.78
69.80 28.17
26.58 93.29
20.55 19.67
12.88 88.58
59.62 17.23
41.47 66.56
47.77 96.83
32.35 45.67
10.92 64.71
67.31 92.62
49.77 62.95
53.06 19.37
54.00 10.57
33.83 80.16
31.85 43.77
13.03 62.20
EOF
