numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
76.91 59.14
11.92 45.00
22.40 74.12
63.63 43.57
64.36 11.41
17.86 53.45
11.37 9.78
54.97 79.18
46.17 60.20
32.17 45.11
57.53 62.75
62.90 97.48
12.90 60.10
78.01 45.63
15.48 16.59
78.17 59.76
29.16 29.73
36.32 3.17
54.86 20.38
11.41 14.82
66.51 42.03
18.30 94.31
6.61 79.51
24.69 99.00
36.03 90.80
78.01 76.29
38.26 62.16
54.34 51.39
78.44 79.84
15.75 99.72
22.87 21.17
45.06 17.59
17.90 31.08
24.30 24.83
25.84 36.28
71.26 39.09
60.16 98.06
20.16 51.01
33.06 67.55
56.38 41.32
67.65 34.04
75.06 17.76
68.01 94.66
76.27 16.88
55.26 75.12
7.21 42.66
20.42 12.64
36.45 89.93
1.79 91.29
43.32 86.15
45.25 21.91
25.90 8.61
56.02 61.02
64.15 26.65
29.07 10.42
76.00 99.43
46.32 94.10
31.99 14.43
62.13 36.85
40.00 77.87
41.61 39.98
35.95 87.94
25.56 80.54
68.05 76.54
30.88 64.54
59.40 40.47
49.00 84.89
5.05 45.79
32.14 3.87
48.48 50.85
16.72 5.23
67.59 50.66
52.20 15.39
14.29 76.39
36.31 16.51
74.61 40.47
31.24 67.33
76.90 21.31
14.30 84.64
55.20 71.14
4.23 10.48
15.42 88.86
28.15 5.33
11.93 0.93
48.76 48.21
65.47 40.31
66.14 56.61
23.90 97.53
47.70 85.12
29.30 17.97
28.05 51.79
52.33 42.90
10.46 53.76
25.00 34.56
57.18 93.90
72.09 39.09
60.09 38.42
24.96 38.10
0.39 70.69
30.37 87.19
25.35 12.58
15.48 10.25
7.31 35.54
29.95 98.79
1.70 1.80
77.79 82.41
18.83 70.13
0.35 72.66
70.76 77.61
76.14 8.44
48.06 2.66
71.37 39.71
55.34 42.52
22.74 65.40
5.71 77.75
70.68 62.23
42.66 22.13
76.93 34.72
79.30 72.05
19.48 61.90
29.43 57.31
11.99 70.73
15.82 87.88
24.21 38.12
23.21 40.43
68.72 93.96
14.60 51.47
39.52 91.60
58.20 11.47
69.38 59.79
34.44 47.00
33.30 38.93
14.12 8.85
42.44 27.60
11.30 83.19
7.99 85.20
51.37 71.28
45.06 65.53
12.26 21.21
75.93 96.39
22.15 42.96
70.89 68.68
47.45 90.16
56.95 29.18
45.96 62.76
33.86 74.43
33.22 62.65
61.82 5.46
38.45 21.60
5.88 21.79
71.29 61.03
49.70 49.55
4.69 22.55
4.58 1.09
46.09 69.32
33.46 29.87
14.31 64.04
43.88 1.05
61.87 83.36
48.03 35.54
76.23 78.29
66.71 3.24
40.32 34.17
24.59 52.45
8.33 97.76
4.83 52.14
24.63 55.38
47.42 97.14
1.54 73.96
44.94 14.41
27.58 10.00
29.79 58.85
66.07 50.37
55.84 80.50
29.57 75.89
11.44 82.52
44.61 48.34
39.02 27.43
23.11 51.82
16.72 7.97
55.76 24.42
26.20 95.37
70.27 85.25
53.40 51.65
0.10 67.71
69.65 6.14
30.56 41.62
2.89 11.22
33.66 90.21
32.94 31.84
58.54 19.80
35.61 57.35
16.21 2.76
39.09 22.19
42.81 5.94
18.35 70.73
8.83 31.26
45.29 73.58
66.60 49.37
30.92 47.49
52.55 62.20
56.66 91.41
59.01 96.54
65.72 22.91
49.87 93.72
11.98 16.68
10.88 62.67
3.69 46.22
71.84 14.27
53.65 37.70
11.92 25.88
32.61 34.94
4.80 58.04
36.97 63.22
0.99 55.68
76.30 70.26
56.60 84.26
33.10 60.02
0.23 64.30
35.12 69.22
79.76 98.32
14.89 10.77
75.69 66.49
60.24 44.22
18.46 29.84
62.90 3.06
70.96 9.30
6.26 86.98
76.38 82.83
54.14 33.43
43.08 52.60
11.61 65.10
39.82 97.46
44.62 20.06
68.77 96.43
13.87 31.13
6.72 48.50
25.50 27.75
1.71 82.57
51.77 46.07
40.68 16.86
57.67 21.29
29.35 83.65
33.69 83.91
55.61 40.57
76.21 79.77
5.38 44.43
8.52 18.91
27.01 77.28
13.57 9.49
EOF
