numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
73.21 80.57
31.31 96.49
58.64 55.85
60.45 79.29
42.25 25.37
60.95 21.38
13.62 91.18
43.55 75.28
15.33 48.41
34.28 63.50
17.95 25.69
7.25 41.00
63.18 93.98
59.96 76.71
32.29 54.05
31.61 19.29
61.74 71.04
72.38 82.30
25.40 68.87
15.62 82.67
29.37 90.93
36.52 13.66
46.28 94.18
36.69 91.10
33.17 34.35
78.80 71.89
22.80 40.66
66.13 30.64
58.79 48.59
71.95 92.89
61.75 0.06
31.37 70.39
68.42 0.54
39.93 85.94
5.02 57.13
14.19 66.59
51.29 59.67
78.55 95.98
36.28 24.82
6.49 89.05
21.68 4.44
67.44 47.46
29.58 28.99
40.22 25.72
36.92 64.67
49.03 47.30
42.13 1.97
57.96 55.15
63.20 6.75
11.30 18.74
47.40 6.53
16.90 67.82
63.62 70.26
0.63 28.08
59.71 41.17
69.43 23.48
0.01 91.17
2.67 33.17
50.96 93.43
40.36 54.12
56.56 48.42
28.14 3.83
28.08 25.23
66.76 4.21
54.56 48.26
64.64 53.69
41.18 78.68
20.32 40.77
70.34 68.28
76.75 16.90
21.21 8.70
55.72 70.97
51.93 11.13
60.78 9.66
61.31 12.94
14.77 94.07
60.66 27.94
49.09 17.14
49.33 71.66
35.31 87.41
78.00 58.42
39.75 33.03
78.89 84.93
11.29 47.85
5.06 63.25
28.10 32.47
70.00 25.63
60.37 87.50
67.36 24.55
34.41 80.02
57.74 39.32
66.05 68.47
33.41 82.26
12.19 17.30
60.10 49.14
64.38 45.81
41.26 29.95
45.86 68.73
79.20 34.37
71.29 71.67
40.12 97.08
68.38 90.44
77.25 79.90
58.47 71.06
75.61 46.42
15.98 9.94
49.98 74.84
6.49 92.40
4.66 52.34
63.50 38.74
11.54 93.78
54.00 69.48
24.56 21.33
2.71 64.01
77.32 13.92
63.65 0.58
30.73 46.94
52.45 11.20
68.32 4.06
9.13 15.76
73.92 77.28
43.94 35.55
14.77 32.11
1.03 14.30
19.32 45.14
0.47 17.90
21.16 88.19
46.80 49.27
14.84 49.15
16.64 96.63
39.90 50.17
26.49 5.10
48.04 77.98
34.10 20.34
67.98 36.97
3.05 72.12
78.34 14.35
55.03 86.63
21.76 66.19
35.59 63.23
1.30 85.48
24.65 48.25
3.87 72.10
5.55 5.34
39.28 74.53
8.00 6.66
45.09 91.09
60.03 88.43
1.70 29.58
75.04 90.19
49.63 3.99
35.58 54.31
72.44 31.08
55.94 74.16
8.97 27.63
12.25 25.93
37.45 80.42
22.60 5.75
32.49 50.20
73.89 95.32
7.73 50.34
41.12 14.17
77.09 76.91
10.74 46.68
36.44 27.89
69.55 75.28
35.20 49.84
43.23 12.45
51.21 97.65
69.64 7.15
21.13 99.74
58.48 11.54
52.03 64.84
71.38 9.30
76.37 72.68
62.18 87.16
44.44 52.39
26.24 74.06
35.37 48.95
64.35 86.78
14.30 38.60
46.17 97.97
47.03 65.06
3.44 73.70
65.59 36.93
0.94 87.17
34.61 38.07
67.62 29.54
73.78 73.96
74.80 52.74
20.75 32.17
51.24 42.28
66.30 68.29
39.95 26.38
26.94 85.21
0.80 41.28
6.32 8.21
72.69 2.04
77.02 55.51
73.65 2.06
44.90 37.35
79.31 74.47
63.86 5.75
24.91 3.67
17.39 48.24
19.76 75.72
9.40 38.62
4.91 99.90
25.23 40.42
58.12 90.86
60.56 40.72
33.68 90.50
3.01 47.73
8.20 27.15
60.46 0.82
18.31 87.83
13.43 7.25
8.75 85.79
56.67 17.75
3.82 0.57
24.22 18.89
62.32 58.04
22.78 71.56
52.38 28.13
25.71 21.93
48.37 19.84
19.45 7.69
32.38 65.62
48.29 53.99
21.87 44.16
73.45 20.26
61.47 79.40
0.13 13.86
30.19 85.07
26.88 50.78
62.71 98.76
11.05 41.11
50.74 35.19
41.23 78.30
5.74 1.02
66.18 26.54
46.37 74.55
73.13 6.05
7.06 57.47
46.01 15.02
57.40 47.60
55.72 81.03
49.16 70.56
6.92 48.04
31.12 39.04
EOF
