numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
68.50 83.00
54.90 0.60
64.61 46.65
41.28 80.05
51.46 57.29
69.85 3.75
4.90 37.04
59.15 23.59
64.38 86.25
47.24 25.48
18.55 8.89
24.90 73.81
68.47 25.02
18.84 58.87
30.64 96.58
78.08 5.00
39.64 2.58
34.01 66.57
1.10 26.86
38.49 79.66
67.51 97.01
53.90 19.08
79.79 23.26
64.85 62.90
38.26 76.47
65.60 9.41
50.56 62.44
41.96 33.36
66.63 8.60
68.95 45.84
29.98 31.54
59.57 48.18
7.54 97.57
45.76 74.36
47.07 27.48
42.36 45.98
32.12 28.11
37.32 5.75
41.31 37.07
26.57 60.10
38.39 40.02
7.77 30.38
29.02 63.83
0.07 18.56
60.48 69.73
23.74 54.70
25.13 3.60
11.21 67.36
16.83 69.20
29.03 10.91
33.63 13.70
9.66 71.70
55.67 95.22
18.93 15.56
17.86 28.56
31.11 86.70
33.63 25.26
31.27 2.33
39.86 82.85
24.96 2.35
13.81 41.08
24.71 89.82
67.48 76.24
41.34 64.29
28.19 85.63
63.37 8.26
64.38 27.81
63.29 36.50
65.81 83.17
49.62 52.27
29.08 60.80
36.80 74.28
33.46 84.89
61.48 45.35
14.11 88.69
20.06 69.39
61.60 98.12
39.73 5.40
48.06 25.05
66.19 55.04
8.10 76.70
4.13 51.61
61.19 15.16
33.79 44.09
64.55 27.82
42.13 51.93
19.94 29.36
55.10 85.92
4.79 87.68
7.69 33.18
72.25 26.42
75.96 59.70
76.33 44.82
46.18 25.38
10.19 69.81
26.09 59.16
22.31 41.18
21.63 29.34
71.36 94.56
78.10 16.78
13.28 2.83
22.10 12.16
61.89 91.26
39.43 1.33
27.94 71.37
13.19 16.74
21.63 71.54
42.99 56.65
50.13 73.72
33.49 47.81
34.75 41.57
36.66 67.71
77.00 45.38
73.67 77.17
37.33 39.95
75.14 54.31
23.43 63.48
28.80 9.26
5.73 57.41
28.22 17.60
34.20 21.10
61.52 90.24
74.78 43.44
60.45 15.58
18.42 62.07
16.19 44.53
7.25 48.65
11.72 25.76
12.77 98.63
67.88 34.15
34.97 72.61
44.16 3.74
2.07 54.95
63.99 77.23
45.59 20.82
62.23 8.78
39.84 8.47
30.59 80.37
36.61 1.90
38.81 70.70
64.95 82.16
65.25 66.26
46.35 0.91
65.93 26.01
49.16 40.47
35.79 12.93
51.90 50.84
41.91 15.95
64.39 94.84
15.20 49.19
5.99 51.14
40.81 80.73
3.54 59.32
42.62 84.55
42.01 34.84
76.59 68.33
3.02 23.09
79.05 10.98
69.83 58.96
44.07 47.43
73.05 53.10
8.46 6.36
39.15 43.59
68.46 39.65
31.49 27.40
58.06 49.46
70.59 41.96
34.30 58.72
5.14 89.24
18.61 98.55
39.92 42.22
46.00 36.16
41.03 44.07
66.87 30.11
16.42 93.79
38.47 65.60
60.69 70.55
28.71 81.87
73.39 51.45
31.39 43.75
9.66 15.80
4.74 96.18
36.64 12.39
9.02 13.78
42.08 48.79
70.23 4.49
34.71 98.97
41.05 50.44
24.32 23.10
40.74 10.54
30.67 77.43
54.61 63.37
76.07 54.66
20.96 79.54
76.92 39.77
58.20 20.02
21.71 39.25
20.83 77.44
78.80 18.23
50.40 58.79
51.22 52.42
27.49 5.43
37.42 93.95
2.92 79.08
73.90 5.86
67.80 94.77
33.50 22.18
65.90 54.88
29.22 70.39
23.56 41.60
21.99 52.32
47.71 52.00
56.65 22.90
67.90 26.71
42.62 93.02
57.23 57.00
55.98 13.85
69.45 17.94
66.31 84.74
35.18 88.77
27.44 66.42
23.32 8.68
12.75 61.84
39.42 37.24
2.65 6.14
10.60 34.14
28.59 95.37
7.10 96.15
13.14 67.80
16.96 60.86
65.34 79.39
45.60 24.56
73.59 15.27
8.96 19.31
23.49 68.97
48.76 49.50
2.46 43.54
71.70 81.39
23.03 67.80
39.20 11.90
5.47 37.11
47.64 80.32
56.00 32.31
32.59 1.89
51.47 37.79
50.04 26.29
2.42 20.18
0.27 58.09
54.28 88.68
20.90 85.57
EOF
