numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
54.30 32.76
23.46 10.04
22.57 40.13
1.88 83.14
4.39 31.82
77.75 13.64
25.11 62.54
54.35 1.60
62.61 84.28
60.87 17.04
35.33 63.37
16.75 8.41
7.76 68.27
58.48 9.38
38.47 75.73
62.13 79.80
2.90 87.40
9.87 5.50
44.17 20.86
60.68 3.24
4.57 16.91
56.83 14.69
2.15 98.55
11.21 90.94
56.63 6.76
52.56 27.11
14.59 85.90
74.56 53.08
30.07 52.64
36.72 11.21
41.88 69.74
76.48 96.29
60.82 58.31
34.08 92.50
77.34 77.12
54.76 64.47
56.41 40.60
39.36 67.51
54.14 90.56
77.14 70.89
40.52 65.53
3.81 40.67
20.05 5.54
65.00 87.58
14.31 96.77
12.61 49.19
16.37 69.59
4.34 21.92
37.00 5.89
38.87 16.92
3.25 47.84
71.34 38.06
39.74 42.78
63.62 47.54
76.59 56.83
10.47 17.52
7.91 58.84
26.97 55.08
32.08 97.45
56.16 30.05
33.07 26.41
69.40 55.60
16.09 89.59
26.25 64.44
61.12 62.95
10.47 53.67
31.00 13.57
2.51 24.18
48.64 1.70
36.08 82.34
65.65 59.85
29.64 76.33
65.36 13.09
75.24 89.68
9.86 93.02
2.49 41.66
74.94 83.74
32.57 80.20
54.01 81.34
23.26 28.45
3.51 8.20
76.75 70.80
77.69 61.34
65.09 83.59
43.85 28.79
38.43 39.48
7.62 13.50
76.17 3.85
56.07 43.59
33.07 93.90
46.53 23.36
27.60 78.47
0.05 14.87
16.56 27.15
21.65 76.16
52.41 51.33
5.74 61.07
26.74 80.52
47.66 44.05
70.74 30.08
66.64 71.49
30.20 20.90
60.90 47.32
52.58 30.38
11.96 6.69
58.52 80.63
16.55 19.53
60.54 86.78
57.07 98.64
29.00 29.53
22.80 6.10
51.77 65.53
20.39 38.40
78.91 95.08
43.93 38.11
69.40 90.22
12.59 90.28
74.68 5.87
13.75 0.40
43.38 5.92
79.69 62.36
6.45 81.36
58.28 73.83
18.03 80.84
25.22 34.45
57.28 15.66
2.99 32.37
31.61 45.77
72.35 72.81
8.36 97.39
45.62 33.82
79.82 0.97
71.73 96.90
47.69 88.82
10.35 98.01
69.20 49.79
32.55 68.69
71.42 10.01
58.95 96.55
37.47 42.46
15.79 63.21
11.58 70.61
34.78 61.08
59.23 34.32
39.66 88.11
23.17 71.71
65.61 91.11
45.90 61.71
34.96 57.91
31.30 11.22
57.49 0.63
60.90 83.65
14.32 15.09
44.05 21.13
31.84 38.70
76.49 50.52
2.51 17.20
3.49 25.94
73.21 70.37
1.63 73.41
40.79 26.46
8.42 55.83
69.86 35.06
13.54 51.94
58.51 82.14
67.31 80.43
53.97 55.77
31.14 17.26
16.82 25.73
53.64 26.82
67.07 79.58
46.51 69.38
29.22 18.18
2.13 73.06
42.67 14.34
57.42 73.92
20.59 29.18
27.17 32.22
55.35 94.88
74.32 18.84
61.25 59.54
75.28 6.40
67.55 31.01
33.63 89.29
72.43 60.22
43.93 54.81
71.37 26.17
48.84 97.10
54.33 56.94
42.87 58.77
54.54 94.08
42.13 36.34
15.59 31.54
56.92 8.30
55.36 15.19
15.49 96.95
44.89 60.14
64.34 82.78
6.61 25.91
73.57 74.94
8.40 12.63
10.35 38.39
71.29 68.97
44.86 58.29
16.89 17.14
73.73 56.72
70.28 17.44
51.34 10.63
42.83 55.26
39.53 82.50
71.24 41.97
7.33 64.67
6.11 27.44
24.91 52.84
40.21 59.92
21.47 25.34
13.97 6.01
30.00 80.90
20.18 25.23
38.88 21.31
34.65 48.33
79.21 31.06
19.21 13.32
27.55 45.60
7.58 10.29
46.40 90.22
27.80 54.66
49.54 82.40
64.75 73.82
54.52 73.43
51.07 5.56
68.07 5.55
18.75 87.94
7.02 69.48
7.28 80.18
3.28 15.34
67.12 92.14
29.79 30.25
61.32 44.94
66.71 93.61
69.60 71.41
45.10 41.80
36.51 40.78
51.28 22.44
18.98 93.62
35.82 60.50
33.06 35.01
71.17 31.70
42.87 75.92
29.57 82.66
EOF
