numSource numTargets
5 250
Source Coordinates
31.92 0.94
49.47 56.03
79.86 88.71
75.45 66.91
51.41 40.26
Target Coordinates
67.42 94.21
31.66 43.41
24.76 40.86
18.71 27.19
52.93 10.39
40.69 54.64
6.22 95.36
37.91 79.93
56.92 8.10
74.67 22.92
27.76 50.05
43.86 11.47
47.02 31.28
25.02 46.11
32.89 75.66
17.62 70.68
78.22 27.32
53.77 25.70
38.90 3.66
21.59 21.15
11.68 20.91
77.06 47.39
77.81 74.74
14.94 31.19
39.96 86.74
53.34 47.88
71.70 86.75
42.61 20.37
36.85 81.51
19.61 31.06
21.62 54.53
51.04 45.63
37.55 73.53
13.88 62.59
78.11 3.32
25.80 2.16
67.63 50.47
64.78 23.49
10.67 1.04
48.21 82.25
54.49 54.28
9.66 76.08
79.30 23.42
42.31 22.61
1.40 77.04
78.89 27.65
26.80 91.83
79.71 99.21
19.22 14.11
34.19 0.43
21.26 47.89
33.64 86.01
42.08 41.79
12.75 96.03
68.90 21.42
3.31 38.35
58.38 20.70
74.87 65.53
5.24 56.78
11.20 84.27
52.62 40.12
27.03 52.60
10.77 6.52
47.81 36.17
79.72 51.07
65.84 98.21
64.70 63.02
79.41 80.34
78.15 53.37
11.16 35.01
20.23 49.44
64.35 67.31
46.25 7.29
0.06 13.17
1.73 90.96
59.16 53.13
12.87 90.16
51.61 41.44
33.17 64.04
40.27 89.35
24.84 3.48
29.61 76.92
69.75 4.81
51.79 24.67
54.42 61.71
13.87 44.24
15.83 54.80
24.14 80.36
74.56 63.59
13.66 98.92
52.62 35.80
74.30 70.79
16.58 74.61
32.77 88.23
42.83 87.26
37.98 52.82
26.53 91.09
8.55 63.50
21.32 76.41
73.49 17.94
19.23 57.91
10.37 13.63
29.35 73.78
40.71 1.90
14.21 25.70
33.31 98.58
70.61 86.78
72.38 6.32
48.55 3.07
76.93 41.95
77.42 84.11
27.91 3.76
39.12 93.81
26.22 80.26
3.64 22.58
68.16 1.27
69.41 52.73
39.55 57.03
3.08 44.96
78.34 25.80
74.88 59.02
75.30 18.77
22.26 74.08
16.53 20.65
16.88 34.59
48.20 27.48
16.17 11.28
45.12 39.25
75.52 32.65
64.32 30.08
32.06 13.82
44.08 94.79
20.97 69.96
64.46 68.62
18.59 40.08
62.10 1.07
34.22 90.13
17.58 33.50
10.13 41.67
67.22 0.80
78.25 1.99
21.21 42.86
6.21 73.05
33.54 88.01
4.42 49.52
25.04 33.41
23.95 70.87
64.40 75.24
72.53 51.32
39.91 40.86
9.57 80.77
37.47 79.17
68.59 94.06
64.35 3.36
8.52 46.87
72.85 46.65
60.00 21.56
44.56 53.86
4.93 24.64
39.08 15.69
70.27 27.01
56.22 58.87
71.83 30.06
38.66 88.20
49.18 86.81
69.25 87.13
41.68 26.13
49.58 55.84
9.75 68.65
37.41 37.35
53.61 26.05
78.02 0.55
57.52 48.36
22.97 84.70
46.24 58.14
57.60 6.00
37.96 40.42
73.62 97.72
37.08 19.00
33.02 49.61
61.64 2.53
12.05 80.11
30.64 93.97
42.50 91.68
58.45 61.68
52.41 50.30
0.76 82.94
14.22 41.18
16.87 10.82
17.55 89.90
70.68 59.71
68.42 3.03
29.96 84.78
20.42 81.76
67.66 39.26
70.27 9.34
30.01 61.46
45.66 14.48
74.36 82.15
26.63 79.52
59.16 40.58
52.84 3.29
79.02 7.17
38.28 0.29
69.37 52.79
36.18 65.05
1.21 7.31
51.76 42.58
64.03 87.49
4.57 75.53
1.11 18.92
44.81 42.69
60.24 50.95
18.99 18.26
70.23 47.59
71.89 45.72
55.50 88.86
76.15 7.33
58.38 37.87
67.15 73.85
62.91 88.99
58.05 68.84
13.72 32.48
21.46 60.90
64.57 76.23
26.99 8.26
27.29 62.58
69.56 85.81
50.09 44.71
42.02 43.33
36.91 57.80
5.64 74.48
30.74 73.01
73.06 20.91
40.96 62.87
16.76 16.69
64.44 54.43
33.98 29.23
77.81 97.51
40.99 6.50
37.65 28.95
72.65 39.97
28.26 80.25
19.87 93.58
50.02 34.94
28.27 15.59
17.86 98.83
28.43 82.99
25.57 6.04
42.21 60.69
EOF
